date,patch,blue_team,red_team,winner,blue_bans,red_bans,blue_picks,red_picks,blue_roster,red_roster,length,blue_gold,blue_kills,blue_towers,blue_dragons,blue_barons,blue_rift_heralds,red_gold,red_kills,red_towers,red_dragons,red_barons,red_rift_heralds
2021-07-11 09:34:00,11.13,Nongshim RedForce,T1,Nongshim RedForce,"Renekton,Ziggs,Jayce,Volibear,Sylas","Nocturne,Xin Zhao,Thresh,Nautilus,Alistar","Gnar,Diana,Lucian,Ashe,Braum","Akali,Viego,Ryze,Kalista,Leona","Rich (Lee Jae-won),Peanut,Gori,deokdam,Kellin","Canna,Cuzz,Faker,Gumayusi,Keria",31:05,61953,12,11,1,1,2,51008,4,3,3,0,0
2021-07-11 09:19:00,11.13,Suning,Top Esports,Top Esports,"Viego,Nocturne,Renekton,Draven,Sett","Gwen,Xin Zhao,Camille,Lucian,LeBlanc","Akali,Lee Sin,Ryze,Varus,Leona","Sylas,Diana,Yone,Aphelios,Thresh","Bin (Chen Ze-Bin),SofM,Angel (Xiang Tao),huanfeng,ON","Qingtian,Karsa,knight (Zhuo Ding),JackeyLove,Zhuo",42:09,71042,13,5,3,0,,78623,15,9,4,2,
2021-07-11 08:39:00,11.13,DRX,Gen.G,Gen.G,"Kalista,Ezreal,Thresh,Volibear,Kai'Sa","Xin Zhao,Gwen,Nocturne,Akali,LeBlanc","Jayce,Lee Sin,Ryze,Ziggs,Braum","Renekton,Viego,Azir,Varus,Leona","Kingen,Pyosik,Jett,Taeyoon,Jun (Yoon Se-jun)","Rascal,Clid,Bdd,Ruler,Life",29:11,46956,10,3,0,0,1,61464,26,9,4,1,1
2021-07-11 08:06:00,11.13,Rogue Warriors,Bilibili Gaming,Bilibili Gaming,"Thresh,Viego,Nocturne,Ziggs,Ezreal","Gwen,Varus,Xin Zhao,Kog'Maw,Aphelios","Lee Sin,Olaf,Lulu,Kalista,Rakan","Sett,Volibear,Akali,Kai'Sa,Leona","Zdz,Xiaohao,Forge,Betty,QiuQiu (Zhang Ming)","Biubiu,Weiwei,Zeka (Kim Geon-woo),Aiming,ppgod",26:05,39776,3,1,2,0,,51564,12,10,2,1,
2021-07-11 07:18:00,11.13,Rogue Warriors,Bilibili Gaming,Bilibili Gaming,"Thresh,LeBlanc,Viego,Karma,Leona","Gwen,Varus,Xin Zhao,Nautilus,Rakan","Nocturne,Olaf,Sylas,Aphelios,Braum","Akali,Diana,Lee Sin,Ezreal,Bard","Zdz,Xiaohao,Forge,Betty,QiuQiu (Zhang Ming)","Biubiu,Weiwei,Zeka (Kim Geon-woo),Aiming,ppgod",29:34,46602,5,1,1,0,,60666,15,9,3,1,
2021-07-11 06:20:00,11.13,DRX,Gen.G,Gen.G,"Kalista,Ezreal,Volibear,LeBlanc,Lucian","Xin Zhao,Gwen,Nocturne,Renekton,Ryze","Gnar,Diana,Lee Sin,Varus,Leona","Viego,Rumble,Akali,Aphelios,Thresh","Kingen,Pyosik,Jett,Taeyoon,Jun (Yoon Se-jun)","Rascal,Clid,Bdd,Ruler,Life",31:35,54870,10,2,1,0,2,60249,16,7,3,0,0
2021-07-11 00:41:00,11.13,FlyQuest,Counter Logic Gaming,FlyQuest,"Kalista,Diana,Lee Sin,Vi,Akali","Thresh,Xin Zhao,Nocturne,Braum,Nautilus","Gwen,Viego,LeBlanc,Jhin,Alistar","Sett,Olaf,Lissandra,Varus,Leona","Kumo,Nxi,Triple,Tomo,Diamond (David Bérubé)","Finn,Broxah,Pobelter,WildTurtle,Smoothie",37:42,69845,20,11,4,2,0,59760,8,5,2,0,2
2021-07-10 23:45:00,11.13,Cloud9,Dignitas,Cloud9,"Thresh,Nocturne,Akali,Kalista,Ezreal","Xin Zhao,Gwen,Viego,Varus,Tristana","Gnar,Diana,Lucian,Kai'Sa,Leona","Renekton,Rumble,Lee Sin,Xayah,Braum","Fudge,Blaber,Perkz,Zven,Vulcan (Philippe Laflamme)","FakeGod,Akaadian,Yusui,Neo (Toàn Trần),aphromoo",29:30,61577,19,10,4,1,1,48009,7,3,0,0,1
2021-07-10 22:45:00,11.13,100 Thieves,Evil Geniuses.NA,Evil Geniuses.NA,"Nocturne,Sett,Akali,Gnar,Lee Sin","Xin Zhao,Gwen,Ziggs,Nautilus,Leona","Renekton,Viego,Azir,Kog'Maw,Lulu","Ornn,Diana,Lucian,Aphelios,Thresh","Ssumday,Closer (Can Çelik),Abbedagge,FBI,huhi","Impact,Svenskeren,Jiizuke,Danny (Kyle Sakamaki),IgNar",33:10,50876,6,1,1,0,0,64575,20,10,4,1,2
2021-07-10 21:44:00,11.13,Team Liquid,Immortals,Team Liquid,"Lucian,Renekton,Jayce,Leona,Nautilus","Xin Zhao,Varus,Akali,Thresh,LeBlanc","Camille,Nocturne,Orianna,Kalista,Galio","Gwen,Viego,Tristana,Ziggs,Alistar","Jenkins,Armao,Jensen,Tactical,CoreJJ","Revenge (Mohamed Kaddoura),Xerxe,Insanity,Raes,Destiny (Mitchell Shaw)",33:19,65456,16,10,5,1,1,52770,4,3,0,1,1
2021-07-10 20:13:00,11.13,TSM,Golden Guardians,TSM,"Sett,Kalista,Viego,Braum,Gwen","Xin Zhao,Nocturne,Thresh,LeBlanc,Tristana","Renekton,Diana,Lee Sin,Kai'Sa,Leona","Trundle,Volibear,Akali,Varus,Alistar","Huni,Spica,PowerOfEvil,Lost,SwordArt","Licorice,Iconic,Ablazeolive,Stixxay,Chime",34:58,64242,17,9,2,1,2,53242,12,1,3,0,0
2021-07-10 18:40:00,11.13,G2 Esports,Rogue (European Team),G2 Esports,"Nocturne,Akali,Thresh,LeBlanc,Viktor","Xin Zhao,Gwen,Varus,Poppy,Leona","Renekton,Diana,Lucian,Tristana,Braum","Dr. Mundo,Viego,Orianna,Kalista,Nautilus","Wunder,Jankos,Caps,Rekkles,Mikyx","Odoamne,Inspired,Larssen,Hans sama,Trymbi",27:45,55923,18,8,3,1,1,42387,1,1,1,0,1
2021-07-10 17:21:00,11.13,Fnatic,Excel Esports,Fnatic,"Draven,LeBlanc,Akali,Twisted Fate,Lucian","Nocturne,Xin Zhao,Tristana,Sett,Renekton","Camille,Viego,Sylas,Aphelios,Thresh","Gwen,Diana,Yasuo,Kalista,Nautilus","Adam (Adam Maanane),Bwipo,Nisqy,Upset,Hylissang","Kryze,Markoon,Nukeduck,Patrik,Advienne",35:25,68707,21,9,4,1,1,62189,15,6,1,1,1
2021-07-10 16:24:00,11.13,Misfits Gaming,Astralis,Astralis,"Lucian,Thresh,Nocturne,Kalista,Galio","Gwen,LeBlanc,Twisted Fate,Varus,Aphelios","Viego,Volibear,Akali,Xayah,Leona","Dr. Mundo,Xin Zhao,Sylas,Tristana,Alistar","HiRit,Razork,Vetheo,Kobbe,Vander","WhiteKnight,Zanzarah,MagiFelix,Jeskla,promisq",43:30,78831,26,7,3,1,2,76069,19,10,4,2,0
2021-07-10 15:20:00,11.13,MAD Lions,FC Schalke 04 Esports,MAD Lions,"LeBlanc,Varus,Thresh,Twisted Fate,Galio","Kalista,Nocturne,Xin Zhao,Tristana,Nautilus","Gwen,Viego,Akali,Aphelios,Leona","Lulu,Diana,Lee Sin,Ezreal,Alistar","Armut,Elyoya,Humanoid,Carzzy,Kaiser","BrokenBlade,Kirei,NUCLEARINT,Neon (Matúš Jakubčík),LIMIT (Dino Tot)",29:06,57439,15,10,3,1,0,46165,6,4,0,0,2
2021-07-10 13:20:00,11.13,SK Gaming,Team Vitality,Team Vitality,"Lucian,Akali,Nocturne,Diana,Gangplank","Xin Zhao,LeBlanc,Thresh,Lee Sin,Sylas","Dr. Mundo,Gwen,Jayce,Varus,Leona","Aatrox,Rumble,Viego,Tristana,Alistar","Jenax,Treatz,Blue (Ersin Gören),Jezu,Lilipp","Szygenda,Selfmade,LIDER,Crownshot,Labrov",32:34,52694,7,2,1,0,1,67156,18,9,4,2,1
2021-07-10 12:15:00,11.13,Hanwha Life Esports,DWG KIA,DWG KIA,"Viego,Lucian,Kalista,Jayce,Gangplank","Nocturne,Xin Zhao,Ziggs,Karma,Braum","Dr. Mundo,Lee Sin,Akali,Ezreal,Nautilus","Aatrox,Gwen,LeBlanc,Varus,Leona","Morgan,Arthur (Park Mi-reu),Chovy,Deft,Vsta","Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL",29:25,46273,6,2,0,0,0,57325,16,10,4,2,2
2021-07-10 12:02:00,11.13,Royal Never Give Up,Invictus Gaming,Royal Never Give Up,"Akali,Diana,LeBlanc,Draven,Lulu","Renekton,Nocturne,Karma,Jayce,Twisted Fate","Viego,Olaf,Orianna,Varus,Sett","Gwen,Xin Zhao,Lucian,Ziggs,Nautilus","Xiaohu,Wei (Yan Yang-Wei),Cryin,GALA,Ming (Shi Sen-Ming)","TheShy,XUN,Rookie,Wink,Lucas (Li Tan-Pan-Ao)",29:08,59781,20,11,4,1,,45351,3,1,0,0,
2021-07-10 11:14:00,11.13,Royal Never Give Up,Invictus Gaming,Royal Never Give Up,"Akali,Diana,LeBlanc,Varus,Nidalee","Renekton,Nocturne,Xin Zhao,Ezreal,Ziggs","Viego,Olaf,Twisted Fate,Aphelios,Leona","Gwen,Volibear,Lee Sin,Draven,Nautilus","Xiaohu,Wei (Yan Yang-Wei),Cryin,GALA,Ming (Shi Sen-Ming)","TheShy,XUN,Rookie,Wink,Lucas (Li Tan-Pan-Ao)",28:00,56048,19,9,2,1,,49697,12,3,2,0,
2021-07-10 10:38:00,11.13,Hanwha Life Esports,DWG KIA,DWG KIA,"Viego,Lucian,Kalista,Renekton,Jayce","Nocturne,Akali,Xin Zhao,Sylas,Twisted Fate","Gnar,Gwen,Lee Sin,Morgana,Leona","Gangplank,Volibear,LeBlanc,Ziggs,Sejuani","DuDu (Lee Dong-ju),Arthur (Park Mi-reu),Chovy,Deft,Vsta","Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL",33:13,60878,15,4,2,1,2,66410,19,10,2,1,0
2021-07-10 10:08:00,11.13,EDward Gaming,ThunderTalk Gaming,EDward Gaming,"Renekton,LeBlanc,Lulu,Galio,Xin Zhao","Akali,Lee Sin,Nocturne,Kalista,Karma","Sett,Diana,Viego,Ezreal,Leona","Camille,Rek'Sai,Sylas,Varus,Nautilus","Flandre,Jiejie,Scout,Viper (Park Do-hyeon),Meiko","Langx,Xiaopeng,Ye (Ji Xin-Yu),SamD,Pudding (Bi Hao-Tian)",22:35,49951,24,8,2,1,,38709,8,3,0,0,
2021-07-10 09:41:00,11.13,Fredit BRION,KT Rolster,KT Rolster,"Viego,Jayce,Nocturne,Rumble,Braum","Gnar,Xin Zhao,Lucian,LeBlanc,Sett","Ornn,Lee Sin,Akali,Kalista,Leona","Gwen,Diana,Renekton,Varus,Alistar","Hoya,UmTi,Lava,Hena,Delight","Doran (Choi Hyeon-joon),Blank,Dove,Noah (Oh Hyeon-taek),Harp",33:19,54250,10,3,0,0,1,65692,20,8,4,1,1
2021-07-10 09:19:00,11.13,ThunderTalk Gaming,EDward Gaming,EDward Gaming,"Akali,Gwen,Karma,Aphelios,Varus","Renekton,Nocturne,Lulu,Nautilus,Camille","Sett,Lee Sin,LeBlanc,Kalista,Leona","Viego,Xin Zhao,Lissandra,Draven,Thresh","Langx,Xiaopeng,Ye (Ji Xin-Yu),SamD,Pudding (Bi Hao-Tian)","Flandre,Jiejie,Scout,Viper (Park Do-hyeon),Meiko",27:24,40906,6,1,0,0,,56335,17,10,4,1,
2021-07-10 09:00:00,11.13,LNG Esports,Ultra Prime,Ultra Prime,"Nocturne,Ziggs,Renekton,Gwen,Karma","Xin Zhao,Diana,Varus,Kalista,Ezreal","Camille,Viego,Akali,Kai'Sa,Nautilus","Jax,Lee Sin,Galio,Aphelios,Thresh","Ale,Tarzan (Lee Seung-yong),icon,Light (Wang Guang-Yu),Iwandy","zs,H4cker,xiaocaobao,Smlz,ShiauC",29:34,47683,6,2,1,0,,58303,15,11,3,1,
2021-07-10 08:36:00,11.13,KT Rolster,Fredit BRION,KT Rolster,"Gnar,Varus,Akali,LeBlanc,Gwen","Viego,Jayce,Xin Zhao,Ziggs,Leona","Nocturne,Rumble,Lucian,Samira,Rell","Sett,Lee Sin,Ryze,Aphelios,Thresh","Doran (Choi Hyeon-joon),Blank,Dove,Noah (Oh Hyeon-taek),Harp","Hoya,UmTi,Lava,Hena,Delight",41:29,77367,17,9,4,2,1,67088,9,3,2,0,1
2021-07-10 08:10:00,11.13,Ultra Prime,LNG Esports,LNG Esports,"Akali,Camille,Diana,Wukong,Jayce","Nocturne,Renekton,Thresh,Ziggs,Ezreal","Sett,Xin Zhao,Karma,Sivir,Alistar","Viego,Olaf,LeBlanc,Varus,Leona","zs,H4cker,xiaocaobao,Smlz,ShiauC","Ale,Tarzan (Lee Seung-yong),icon,Light (Wang Guang-Yu),Iwandy",28:55,46390,8,2,1,0,,55980,16,8,3,1,
2021-07-10 07:18:00,11.13,LNG Esports,Ultra Prime,Ultra Prime,"Nocturne,Ziggs,Thresh,Alistar,Braum","Xin Zhao,Diana,Akali,Gwen,Rakan","Dr. Mundo,Viego,LeBlanc,Kalista,Sett","Renekton,Lee Sin,Vladimir,Aphelios,Leona","Ale,Tarzan (Lee Seung-yong),icon,Light (Wang Guang-Yu),Iwandy","zs,H4cker,xiaocaobao,Smlz,ShiauC",29:52,47397,5,2,1,0,,56909,13,10,4,1,
2021-07-10 06:25:00,11.13,Fredit BRION,KT Rolster,Fredit BRION,"Viego,Jayce,Thresh,Ryze,LeBlanc","Gnar,Xin Zhao,Akali,Braum,Renekton","Sett,Lillia,Lucian,Varus,Rakan","Lee Sin,Gwen,Azir,Ezreal,Leona","Hoya,UmTi,Lava,Hena,Delight","Doran (Choi Hyeon-joon),GIDEON,Dove,Noah (Oh Hyeon-taek),Harp",29:20,57227,14,9,4,1,2,43367,1,1,0,0,0
2021-07-10 01:58:00,11.13,Team Liquid,Dignitas,Team Liquid,"Renekton,Kalista,Akali,Sylas,Dr. Mundo","Xin Zhao,Viego,Nocturne,Gnar,Gwen","Gangplank,Volibear,LeBlanc,Varus,Nautilus","Sett,Trundle,Kassadin,Aphelios,Thresh","Alphari,Armao,Jensen,Tactical,CoreJJ","FakeGod,Akaadian,Yusui,Neo (Toàn Trần),aphromoo",33:08,59201,12,8,3,0,1,52056,8,2,1,0,1
2021-07-10 00:55:00,11.13,Immortals,Evil Geniuses.NA,Evil Geniuses.NA,"Thresh,Akali,Lucian,Ryze,Leona","Xin Zhao,Ziggs,Gwen,Nautilus,Alistar","Lulu,Viego,Tristana,Xayah,Rakan","Nocturne,Diana,Lee Sin,Samira,Rell","Revenge (Mohamed Kaddoura),Xerxe,Insanity,Raes,Destiny (Mitchell Shaw)","Impact,Contractz,Jiizuke,Danny (Kyle Sakamaki),IgNar",35:50,61558,14,6,2,0,2,70195,19,11,3,3,0
2021-07-09 23:58:00,11.13,Golden Guardians,100 Thieves,Golden Guardians,"Akali,Thresh,LeBlanc,Varus,Tristana","Xin Zhao,Nocturne,Viego,Leona,Sett","Gwen,Volibear,Lucian,Kalista,Rell","Gnar,Diana,Yasuo,Kai'Sa,Nautilus","Licorice,Iconic,Ablazeolive,Stixxay,Chime","Ssumday,Closer (Can Çelik),Abbedagge,FBI,huhi",29:27,56635,19,10,4,1,1,47833,8,2,0,0,0
2021-07-09 22:54:00,11.13,Cloud9,FlyQuest,FlyQuest,"Renekton,Thresh,Lee Sin,Lulu,Xayah","Xin Zhao,Gwen,Kalista,LeBlanc,Viktor","Akali,Nocturne,Twisted Fate,Varus,Nautilus","Viego,Diana,Lucian,Jhin,Leona","Fudge,Blaber,Perkz,Zven,Vulcan (Philippe Laflamme)","Kumo,Nxi,Triple,Tomo,Diamond (David Bérubé)",38:24,69480,25,5,3,0,0,73091,27,7,3,2,2
2021-07-09 21:35:00,11.13,TSM,Counter Logic Gaming,Counter Logic Gaming,"Sett,Kalista,Viego,Gwen,Volibear","Xin Zhao,Nocturne,Thresh,Senna,Nautilus","Renekton,Rumble,Lee Sin,Kai'Sa,Alistar","Dr. Mundo,Diana,Lucian,Varus,Leona","Huni,Spica,PowerOfEvil,Lost,SwordArt","Finn,Broxah,Pobelter,WildTurtle,Smoothie",39:39,67416,12,4,2,1,1,76446,25,9,4,2,1
2021-07-09 19:36:00,11.13,Astralis,G2 Esports,G2 Esports,"LeBlanc,Lucian,Nocturne,Braum,Leona","Xin Zhao,Akali,Thresh,Kalista,Nautilus","Viego,Diana,Renekton,Tristana,Taric","Dr. Mundo,Lee Sin,Gwen,Varus,Poppy","WhiteKnight,Zanzarah,MagiFelix,Jeskla,promisq","Wunder,Jankos,Caps,Rekkles,Mikyx",32:36,53791,9,3,0,0,2,64192,16,10,4,1,0
2021-07-09 18:11:00,11.13,Rogue (European Team),Misfits Gaming,Rogue (European Team),"LeBlanc,Akali,Gwen,Sylas,Camille","Lucian,Kalista,Xin Zhao,Orianna,Jayce","Nocturne,Hecarim,Viktor,Ziggs,Nautilus","Viego,Volibear,Zoe,Aphelios,Thresh","Odoamne,Inspired,Larssen,Hans sama,Trymbi","HiRit,Razork,Vetheo,Kobbe,Vander",37:20,69397,18,9,2,1,1,60456,8,4,3,1,1
2021-07-09 17:39:00,11.13,Team Vitality,Fnatic,Fnatic,"Kalista,Thresh,Viego,Sylas,Rumble","Akali,Varus,Xin Zhao,Lucian,Nautilus","Gwen,Lee Sin,Yone,Ziggs,Leona","Sett,Nocturne,Ryze,Tristana,Alistar","Szygenda,Selfmade,LIDER,Crownshot,Labrov","Adam (Adam Maanane),Bwipo,Nisqy,Upset,Hylissang",31:18,53835,14,1,0,0,1,63760,23,10,4,1,1
2021-07-09 16:43:00,11.13,Excel Esports,MAD Lions,MAD Lions,"Nocturne,Volibear,Viego,Taric,Camille","Xin Zhao,Thresh,Gwen,Jax,Renekton","Dr. Mundo,Lee Sin,LeBlanc,Draven,Alistar","Gnar,Diana,Twisted Fate,Kalista,Leona","Kryze,Markoon,Nukeduck,Patrik,Advienne","Armut,Elyoya,Humanoid,Carzzy,Kaiser",38:36,64115,9,6,2,1,1,67652,15,9,4,1,1
2021-07-09 14:53:00,11.13,FC Schalke 04 Esports,SK Gaming,SK Gaming,"Lucian,Akali,Thresh,Varus,Kalista","Xin Zhao,Twisted Fate,Nocturne,Braum,Camille","Gangplank,Viego,LeBlanc,Aphelios,Leona","Lee Sin,Gwen,Syndra,Tristana,Nautilus","BrokenBlade,Kirei,NUCLEARINT,Neon (Matúš Jakubčík),LIMIT (Dino Tot)","Jenax,Treatz,Blue (Ersin Gören),Jezu,Lilipp",31:24,50548,6,2,0,0,2,62558,20,11,4,1,0
2021-07-09 12:36:00,11.13,Afreeca Freecs,Liiv SANDBOX,Afreeca Freecs,"Gnar,Lucian,Akali,Thresh,Braum","Ziggs,Xin Zhao,Rumble,Varus,Kalista","Viego,Gwen,Ryze,Kai'Sa,Leona","Renekton,Lee Sin,LeBlanc,Ezreal,Alistar","Kiin,Dread (Lee Jin-hyeok),Fly (Song Yong-jun),Leo (Han Gyeo-re),Lehends","Summit,Croco,FATE (Yoo Su-hyeok),Prince (Lee Chae-hwan),Effort",49:15,90051,21,7,3,2,2,79350,14,7,4,1,0
2021-07-09 12:14:00,11.13,LGD Gaming,FunPlus Phoenix,FunPlus Phoenix,"Gwen,Diana,Viego,Draven,Samira","Volibear,Thresh,Nocturne,Ziggs,Varus","Renekton,Lee Sin,LeBlanc,Ezreal,Leona","Jayce,Xin Zhao,Akali,Kai'Sa,Alistar","fearness,shad0w,xiye,Kramer,Mark (Ling Xu)","xiaolaohu,Tian,Doinb,JingYi,Lwx",34:05,55395,7,4,2,0,,61849,20,7,3,0,
2021-07-09 11:45:00,11.13,Liiv SANDBOX,Afreeca Freecs,Liiv SANDBOX,"Ziggs,Viego,Gwen,Nocturne,Jayce","Gnar,Lucian,Xin Zhao,LeBlanc,Azir","Renekton,Lee Sin,Akali,Jinx,Thresh","Gangplank,Rumble,Sett,Varus,Leona","Summit,Croco,FATE (Yoo Su-hyeok),Prince (Lee Chae-hwan),Effort","Kiin,Dread (Lee Jin-hyeok),Fly (Song Yong-jun),Leo (Han Gyeo-re),Lehends",26:55,54102,12,9,4,1,2,42620,1,2,0,0,0
2021-07-09 11:19:00,11.13,LGD Gaming,FunPlus Phoenix,FunPlus Phoenix,"Lee Sin,Gwen,Akali,Sylas,Samira","Volibear,Nocturne,Thresh,Varus,Ezreal","Sett,Diana,LeBlanc,Kalista,Nautilus","Renekton,Viego,Orianna,Draven,Alistar","fearness,shad0w,xiye,Kramer,Mark (Ling Xu)","xiaolaohu,Tian,Doinb,JingYi,Lwx",35:43,59674,11,5,0,0,,70192,19,9,4,1,
2021-07-09 10:13:00,11.13,Suning,Oh My God,Suning,"LeBlanc,Viego,Akali,Kai'Sa,Samira","Camille,Xin Zhao,Renekton,Kalista,Alistar","Gwen,Lee Sin,Sylas,Aphelios,Galio","Nocturne,Diana,Yasuo,Ezreal,Leona","Bin (Chen Ze-Bin),SofM,Angel (Xiang Tao),huanfeng,ON","New,Aki (Mao An),Creme,Able,COLD",27:23,55333,20,7,3,1,,44057,7,2,1,0,
2021-07-09 09:41:00,11.13,Liiv SANDBOX,Afreeca Freecs,Afreeca Freecs,"Ziggs,Viego,Gwen,Kalista,Kog'Maw","Gnar,Lucian,Xin Zhao,LeBlanc,Ryze","Dr. Mundo,Diana,Lee Sin,Aphelios,Thresh","Nocturne,Rumble,Renekton,Ashe,Leona","Summit,Croco,FATE (Yoo Su-hyeok),Prince (Lee Chae-hwan),Effort","Kiin,Dread (Lee Jin-hyeok),Fly (Song Yong-jun),Leo (Han Gyeo-re),Lehends",36:24,56793,2,3,1,0,2,70480,17,9,4,2,0
2021-07-09 09:17:00,11.13,Suning,Oh My God,Suning,"LeBlanc,Viego,Akali,Samira,Kai'Sa","Camille,Xin Zhao,Renekton,Thresh,Varus","Gwen,Lee Sin,Sylas,Kalista,Alistar","Nocturne,Diana,Yasuo,Ezreal,Rell","Bin (Chen Ze-Bin),SofM,Angel (Xiang Tao),huanfeng,ON","New,Aki (Mao An),Creme,Able,COLD",34:57,67794,17,9,4,1,,56362,5,2,0,0,
2021-07-09 08:41:00,11.13,T1,Gen.G,T1,"Kalista,Azir,Ezreal,Kai'Sa,Tristana","Nocturne,Xin Zhao,Thresh,Twisted Fate,Lee Sin","Jayce,Nidalee,Renekton,Ziggs,Leona","Viego,Volibear,Akali,Varus,Nautilus","Canna,Cuzz,Faker,Gumayusi,Keria","Rascal,Clid,Bdd,Ruler,Life",28:45,57997,18,11,3,1,1,41842,2,0,0,0,1
2021-07-09 06:15:00,11.13,T1,Gen.G,T1,"Kalista,Ezreal,Akali,Kai'Sa,Tristana","Xin Zhao,Nocturne,Thresh,Lissandra,Ryze","Jayce,Volibear,Twisted Fate,Ziggs,Leona","Viego,Lee Sin,LeBlanc,Varus,Galio","Canna,Cuzz,Faker,Gumayusi,Keria","Rascal,Clid,Bdd,Ruler,Life",32:08,57350,14,9,1,0,2,49830,7,2,3,0,0
2021-07-08 13:11:00,11.13,DRX,Fredit BRION,DRX,"Gnar,Lucian,Gwen,LeBlanc,Akali","Nocturne,Viego,Xin Zhao,Leona,Nautilus","Renekton,Lee Sin,Ryze,Varus,Braum","Dr. Mundo,Volibear,Orianna,Aphelios,Thresh","Kingen,Pyosik,SOLKA,Taeyoon,Jun (Yoon Se-jun)","Hoya,UmTi,Lava,Hena,Delight",33:28,68904,18,11,3,1,2,54990,6,3,2,0,0
2021-07-08 12:16:00,11.13,Fredit BRION,DRX,Fredit BRION,"Viego,Nocturne,Seraphine,Akali,Gwen","Gnar,Lucian,LeBlanc,Renekton,Sett","Ornn,Xin Zhao,Ryze,Varus,Leona","Dr. Mundo,Lee Sin,Cassiopeia,Aphelios,Thresh","Hoya,UmTi,Lava,Hena,Delight","Kingen,Pyosik,SOLKA,Taeyoon,Jun (Yoon Se-jun)",29:52,55414,11,7,3,0,1,49012,5,2,1,0,1
2021-07-08 12:07:00,11.13,Victory Five,Top Esports,Top Esports,"Lee Sin,Akali,Lucian,Varus,Karma","Xin Zhao,Renekton,Thresh,Nautilus,Sett","Camille,Diana,Kled,Ziggs,Leona","Nocturne,Rumble,Viego,Kog'Maw,Lulu","Aliez (Huang Hao),pzx,Uniboy,Kepler,Reheal","Qingtian,Karsa,knight (Zhuo Ding),JackeyLove,Zhuo",28:07,46473,7,2,1,0,,58297,20,8,2,1,
2021-07-08 11:18:00,11.13,Top Esports,Victory Five,Top Esports,"Xin Zhao,Renekton,Nocturne,Sett,Camille","Lee Sin,Akali,Lucian,LeBlanc,Gwen","Trundle,Viego,Sylas,Kalista,Nautilus","Aatrox,Diana,Kled,Aphelios,Thresh","Qingtian,Karsa,knight (Zhuo Ding),JackeyLove,Zhuo","Aliez (Huang Hao),pzx,Uniboy,Kepler,Reheal",31:03,59860,16,8,3,1,,53352,10,2,1,1,
2021-07-08 10:42:00,11.13,DRX,Fredit BRION,DRX,"Gnar,Lucian,LeBlanc,Leona,Braum","Viego,Nocturne,Xin Zhao,Twisted Fate,Ryze","Renekton,Lee Sin,Seraphine,Jinx,Thresh","Dr. Mundo,Gwen,Akali,Aphelios,Nautilus","Kingen,Pyosik,SOLKA,Taeyoon,Jun (Yoon Se-jun)","Hoya,UmTi,Lava,Hena,Delight",27:52,52644,7,10,1,1,2,43489,2,1,3,0,0
2021-07-08 10:07:00,11.13,ThunderTalk Gaming,Rare Atom,Rare Atom,"Viego,Akali,Thresh,Leona,Sett","Nocturne,Renekton,Lee Sin,Sylas,Lulu","Camille,Xin Zhao,Galio,Varus,Nautilus","Jax,Trundle,LeBlanc,Kalista,Alistar","Langx,Xiaopeng,Ye (Ji Xin-Yu),SamD,Pudding (Bi Hao-Tian)","Cube (Dai Yi),Leyan,FoFo,iBoy,Hang",25:42,36477,4,0,0,0,,54366,20,9,4,1,
2021-07-08 09:48:00,11.13,Hanwha Life Esports,KT Rolster,Hanwha Life Esports,"Viego,Xin Zhao,Lucian,Gnar,Aatrox","Nocturne,Kalista,Gwen,Ziggs,Leona","Dr. Mundo,Lee Sin,Akali,Kog'Maw,Lulu","Gangplank,Volibear,Sylas,Aphelios,Thresh","DuDu (Lee Dong-ju),Arthur (Park Mi-reu),Chovy,Deft,Vsta","Doran (Choi Hyeon-joon),Blank,Dove,Noah (Oh Hyeon-taek),Harp",29:26,58920,21,7,2,1,2,48276,10,1,2,0,0
2021-07-08 09:17:00,11.13,Rare Atom,ThunderTalk Gaming,Rare Atom,"Renekton,Xin Zhao,Nocturne,Jinx,Kalista","Viego,Lee Sin,Varus,Olaf,Volibear","Camille,Diana,Akali,Aphelios,Nautilus","Gragas,Rek'Sai,LeBlanc,Ashe,Thresh","Cube (Dai Yi),Leyan,FoFo,iBoy,Hang","Langx,Xiaopeng,Ye (Ji Xin-Yu),SamD,Pudding (Bi Hao-Tian)",29:09,56183,11,8,2,2,,44637,9,1,2,0,
2021-07-08 08:48:00,11.13,KT Rolster,Hanwha Life Esports,Hanwha Life Esports,"Akali,Nocturne,Lucian,Rakan,Nautilus","Viego,Xin Zhao,Aphelios,Braum,Leona","Renekton,Lee Sin,LeBlanc,Ezreal,Rell","Gnar,Gwen,Sylas,Kalista,Maokai","Doran (Choi Hyeon-joon),Blank,Dove,Noah (Oh Hyeon-taek),Harp","DuDu (Lee Dong-ju),Arthur (Park Mi-reu),Chovy,Deft,Vsta",31:45,51203,1,3,1,0,0,59756,10,10,3,1,2
