match_id,patch,game_duration,region,winning_team,first_champion,first_towerfirst_inhibitor,first_baron,first_dragon,first_rift_herald
EUW1_5529358805,11.21,1891,EUW1,200,100,100,200,100,200,100
EUW1_5529287077,11.21,1547,EUW1,100,100,100,100,100,200,
EUW1_5529187550,11.21,1253,EUW1,100,200,100,100,,200,100
EUW1_5528842827,11.21,1548,EUW1,200,100,100,200,,200,200
EUW1_5528696362,11.21,1918,EUW1,100,200,100,100,100,200,100
EUW1_5528661646,11.21,1407,EUW1,100,200,100,100,,200,100
EUW1_5528433261,11.21,1662,EUW1,200,100,200,200,,200,100
EUW1_5527807484,11.21,1439,EUW1,200,100,200,200,200,200,200
EUW1_5527718594,11.21,1676,EUW1,100,100,100,100,100,200,
EUW1_5527060181,11.21,1443,EUW1,200,100,200,200,200,200,100
EUW1_5526977540,11.21,2157,EUW1,100,200,100,100,100,100,100
EUW1_5526943600,11.21,813,EUW1,200,100,200,200,,200,200
EUW1_5525855140,11.21,1176,EUW1,100,100,100,100,,200,100
EUW1_5534283899,11.21,1752,EUW1,200,200,200,200,200,200,100
EUW1_5534146110,11.21,1898,EUW1,200,100,100,200,100,200,200
EUW1_5534030981,11.21,1743,EUW1,200,200,200,200,200,200,200
EUW1_5533732092,11.21,1903,EUW1,100,100,200,100,100,200,200
EUW1_5533508945,11.21,1155,EUW1,100,100,100,100,,200,100
EUW1_5533342277,11.21,1534,EUW1,200,100,100,200,200,200,100
EUW1_5532258344,11.21,1858,EUW1,100,200,200,100,200,200,100
EUW1_5532214342,11.21,1528,EUW1,200,200,100,200,200,100,100
EUW1_5530198079,11.21,1899,EUW1,100,200,100,200,200,200,200
EUW1_5530135000,11.21,1532,EUW1,100,200,200,100,,200,100
EUW1_5530038505,11.21,2392,EUW1,200,100,100,200,200,100,
EUW1_5529047978,11.21,1206,EUW1,100,100,100,100,,100,100
EUW1_5529081407,11.21,1721,EUW1,200,200,200,200,200,100,100
EUW1_5527801487,11.21,1245,EUW1,100,100,200,,100,200,200
EUW1_5527716471,11.21,1526,EUW1,200,100,100,100,200,200,200
EUW1_5527662551,11.21,1362,EUW1,200,200,200,200,200,200,200
EUW1_5527574885,11.21,1681,EUW1,100,100,200,100,100,200,100
EUW1_5527239521,11.21,1749,EUW1,100,200,200,100,200,200,
EUW1_5526472903,11.21,1769,EUW1,100,200,200,100,100,200,200
EUW1_5526348032,11.21,1518,EUW1,200,200,200,200,200,100,200
EUW1_5526360705,11.21,1541,EUW1,200,100,200,200,200,200,200
EUW1_5526199712,11.21,2743,EUW1,200,200,200,200,100,200,100
EUW1_5524441322,11.21,1792,EUW1,100,100,100,100,200,100,200
EUW1_5523376813,11.21,1973,EUW1,200,200,200,200,200,200,200
EUW1_5521421319,11.21,2159,EUW1,200,200,100,100,100,200,100
EUW1_5534038475,11.21,1521,EUW1,200,100,100,200,200,100,100
EUW1_5533889022,11.21,2071,EUW1,100,100,200,200,200,100,100
EUW1_5533872043,11.21,1520,EUW1,100,100,100,100,100,200,100
EUW1_5533655590,11.21,1523,EUW1,100,100,100,100,200,200,100
EUW1_5533549743,11.21,1270,EUW1,100,100,100,,,200,200
EUW1_5533475400,11.21,1528,EUW1,100,200,100,100,100,100,100
EUW1_5533408812,11.21,1725,EUW1,100,200,100,100,100,100,100
EUW1_5533184149,11.21,2185,EUW1,100,200,100,200,200,100,100
EUW1_5529132609,11.21,1364,EUW1,200,200,200,200,,200,200
EUW1_5529047978,11.21,1206,EUW1,100,100,100,100,,100,100
EUW1_5529063886,11.21,1285,EUW1,100,200,200,,,100,200
EUW1_5528937043,11.21,2009,EUW1,200,200,200,200,100,200,200
EUW1_5528961354,11.21,1993,EUW1,100,100,100,100,100,200,
EUW1_5528704686,11.21,1811,EUW1,200,200,200,200,200,100,200
EUW1_5528540411,11.21,960,EUW1,200,200,200,200,,200,200
EUW1_5526966238,11.21,1770,EUW1,100,100,100,100,100,100,100
EUW1_5526952847,11.21,1690,EUW1,200,100,100,200,200,200,100
EUW1_5526879958,11.21,1369,EUW1,200,200,200,200,,200,200
EUW1_5526867032,11.21,1864,EUW1,200,100,100,200,200,200,100
EUW1_5526921924,11.21,1891,EUW1,200,100,100,200,200,200,200
EUW1_5526809539,11.21,1633,EUW1,100,100,100,100,200,200,100
EUW1_5526212673,11.21,1687,EUW1,200,100,100,200,100,200,100
EUW1_5526047930,11.21,1899,EUW1,200,100,100,200,200,200,100
EUW1_5526034056,11.21,932,EUW1,100,100,100,,,200,100
EUW1_5525847178,11.21,1743,EUW1,100,100,200,200,100,200,100
EUW1_5534044431,11.21,2015,EUW1,100,200,200,100,100,200,200
EUW1_5533817195,11.21,1685,EUW1,200,100,200,200,200,200,100
EUW1_5533628690,11.21,2126,EUW1,100,100,200,100,100,100,100
EUW1_5533539003,11.21,1862,EUW1,200,200,100,100,200,100,200
EUW1_5533522017,11.21,1994,EUW1,200,100,100,200,200,200,100
EUW1_5533334139,11.21,1526,EUW1,200,200,100,200,200,200,100
EUW1_5533257548,11.21,1993,EUW1,200,100,100,200,200,200,100
EUW1_5533233396,11.21,1498,EUW1,100,200,100,,100,200,100
EUW1_5533067461,11.21,1770,EUW1,200,100,200,200,200,200,200
EUW1_5533071564,11.21,2422,EUW1,200,200,100,100,100,200,100
EUW1_5532968402,11.21,950,EUW1,100,100,100,,,100,100
EUW1_5533034014,11.21,1128,EUW1,100,200,100,100,,100,100
EUW1_5532603476,11.21,1504,EUW1,200,200,200,200,200,200,100
EUW1_5532528635,11.21,1591,EUW1,100,200,200,100,100,100,200
EUW1_5532513565,11.21,1871,EUW1,100,100,200,100,100,200,200
EUW1_5532390054,11.21,1425,EUW1,200,100,200,200,,200,100
EUW1_5532394674,11.21,1490,EUW1,200,100,200,200,200,200,100
EUW1_5532318684,11.21,1421,EUW1,200,100,200,200,200,200,100
EUW1_5532234419,11.21,1802,EUW1,100,200,200,100,100,200,200
EUW1_5532156605,11.21,1712,EUW1,100,100,100,100,,200,100
EUW1_5532111740,11.21,1976,EUW1,100,100,200,100,100,200,100
EUW1_5532034398,11.21,1931,EUW1,200,200,200,200,100,200,200
EUW1_5526469021,11.21,1450,EUW1,200,200,100,,200,200,100
EUW1_5526530884,11.21,1817,EUW1,100,100,200,100,100,100,100
EUW1_5526425814,11.21,1596,EUW1,100,100,100,100,100,100,200
EUW1_5532143425,11.21,1836,EUW1,100,100,200,100,100,200,100
EUW1_5531892044,11.21,1899,EUW1,200,100,200,200,100,100,200
EUW1_5531834442,11.21,1956,EUW1,100,200,100,100,200,200,100
EUW1_5531680419,11.21,1884,EUW1,200,100,100,200,200,200,100
EUW1_5531686095,11.21,1438,EUW1,200,200,100,200,200,100,200
EUW1_5531660292,11.21,1309,EUW1,200,200,200,,200,200,200
EUW1_5531587780,11.21,1686,EUW1,100,100,200,100,100,200,100
EUW1_5530065917,11.21,1249,EUW1,100,100,100,100,,100,100
EUW1_5529920365,11.21,1857,EUW1,100,100,200,100,200,200,200
EUW1_5529953656,11.21,1471,EUW1,200,100,200,200,200,200,
EUW1_5529890429,11.21,1388,EUW1,200,100,200,200,200,100,100
EUW1_5529838533,11.21,915,EUW1,100,100,100,,,100,
EUW1_5525889793,11.21,993,EUW1,100,100,100,100,,200,100
EUW1_5524368264,11.21,1415,EUW1,100,100,200,100,100,100,200
EUW1_5524292319,11.21,1457,EUW1,200,200,100,200,,200,100
EUW1_5523101734,11.21,1650,EUW1,200,200,100,200,200,200,200
EUW1_5522692040,11.21,1983,EUW1,200,100,100,100,200,200,200
EUW1_5521451282,11.21,1555,EUW1,200,200,200,200,,200,200
EUW1_5521258514,11.21,1568,EUW1,100,200,100,100,100,200,100
EUW1_5521282871,11.21,1390,EUW1,100,100,100,100,100,100,100
EUW1_5521208355,11.21,1390,EUW1,100,200,100,100,,100,100
EUW1_5521201603,11.21,1855,EUW1,200,200,100,200,100,200,100
EUW1_5521036705,11.21,1332,EUW1,100,100,100,100,,100,
EUW1_5521018418,11.21,1595,EUW1,100,100,100,,100,100,100
EUW1_5521012734,11.21,2165,EUW1,100,100,100,100,100,200,100
EUW1_5534780835,11.21,1357,EUW1,200,200,200,,,200,200
EUW1_5534678559,11.21,1757,EUW1,200,100,200,200,100,200,
EUW1_5534431824,11.21,1319,EUW1,100,100,100,,100,100,100
EUW1_5534281851,11.21,1528,EUW1,100,100,100,100,,100,200
EUW1_5534086002,11.21,1563,EUW1,100,100,100,100,100,200,100
EUW1_5533730147,11.21,1438,EUW1,200,200,200,200,200,200,100
EUW1_5533623983,11.21,1745,EUW1,200,200,200,200,200,100,200
EUW1_5533468386,11.21,1165,EUW1,100,100,100,100,,100,100
EUW1_5533290906,11.21,1892,EUW1,200,100,200,100,200,200,100
EUW1_5533111499,11.21,1295,EUW1,100,100,100,,,100,100
EUW1_5532997752,11.21,1759,EUW1,200,100,200,200,200,100,200
EUW1_5533052366,11.21,1664,EUW1,100,100,100,100,100,200,100
EUW1_5532890444,11.21,1577,EUW1,100,100,200,100,100,100,100
EUW1_5532886794,11.21,1382,EUW1,100,200,100,100,100,200,100
EUW1_5531874358,11.21,1536,EUW1,200,100,200,200,200,200,100
EUW1_5531857182,11.21,1240,EUW1,200,200,200,,200,200,200
EUW1_5531784433,11.21,1404,EUW1,200,200,200,200,,200,100
EUW1_5530814659,11.21,1284,EUW1,100,200,100,100,100,100,100
EUW1_5530557716,11.21,2056,EUW1,100,200,100,,200,100,100
EUW1_5530152039,11.21,941,EUW1,200,200,200,200,,200,100
EUW1_5530088905,11.21,917,EUW1,100,100,100,,,,100
EUW1_5529536886,11.21,1438,EUW1,100,100,100,100,,100,100
EUW1_5529553039,11.21,1520,EUW1,100,100,100,100,,200,100
EUW1_5529447284,11.21,1999,EUW1,100,200,100,100,100,200,100
EUW1_5529432717,11.21,956,EUW1,100,100,100,,,200,100
EUW1_5534487792,11.21,1534,EUW1,100,200,200,,,100,200
EUW1_5534505280,11.21,1823,EUW1,200,200,200,200,200,200,100
EUW1_5534405182,11.21,1987,EUW1,200,100,200,200,200,200,200
EUW1_5534323258,11.21,985,EUW1,200,200,200,,,200,200
EUW1_5534150255,11.21,1282,EUW1,200,200,200,,,100,200
EUW1_5532725603,11.21,1630,EUW1,100,100,100,100,100,100,200
EUW1_5532683630,11.21,1738,EUW1,200,200,100,200,200,200,100
EUW1_5532588921,11.21,2424,EUW1,100,100,200,200,100,100,100
EUW1_5532603476,11.21,1504,EUW1,200,200,200,200,200,200,100
EUW1_5532503263,11.21,1946,EUW1,200,100,100,200,200,200,100
EUW1_5532392544,11.21,1557,EUW1,100,100,100,100,100,200,100
EUW1_5532210405,11.21,1835,EUW1,100,100,100,200,200,200,100
EUW1_5532234419,11.21,1802,EUW1,100,200,200,100,100,200,200
EUW1_5531699511,11.21,872,EUW1,100,100,100,100,,100,100
EUW1_5527925868,11.21,2289,EUW1,100,100,200,100,100,100,200
EUW1_5527865258,11.21,1867,EUW1,100,100,200,100,100,100,100
EUW1_5527901056,11.21,1839,EUW1,200,100,100,200,200,200,100
EUW1_5527807286,11.21,2010,EUW1,200,200,200,200,200,200,200
EUW1_5527785142,11.21,1104,EUW1,100,200,100,,,200,100
EUW1_5527694631,11.21,1232,EUW1,100,200,100,100,,100,100
EUW1_5527589547,11.21,1409,EUW1,200,200,200,200,200,200,100
EUW1_5527632637,11.21,1391,EUW1,100,100,100,100,,200,100
EUW1_5527530524,11.21,962,EUW1,100,100,100,,,,100
EUW1_5527107575,11.21,1201,EUW1,200,200,100,200,,200,100
EUW1_5526681115,11.21,1407,EUW1,100,100,100,100,100,100,100
EUW1_5532126931,11.21,1376,EUW1,200,200,100,200,200,200,100
EUW1_5531674832,11.21,1801,EUW1,200,200,200,200,200,100,200
EUW1_5531660526,11.21,1709,EUW1,100,200,200,100,100,100,200
EUW1_5530388065,11.21,1576,EUW1,100,100,200,100,100,100,200
EUW1_5530246837,11.21,1965,EUW1,100,200,100,100,100,200,100
EUW1_5530077519,11.21,1878,EUW1,100,100,200,100,200,100,200
EUW1_5528863879,11.21,1341,EUW1,100,100,100,100,100,100,200
EUW1_5528728611,11.21,1389,EUW1,100,200,100,100,100,100,100
EUW1_5527312168,11.21,1680,EUW1,100,200,100,100,100,100,100
EUW1_5521249910,11.21,1614,EUW1,100,100,200,100,100,200,200
EUW1_5521261273,11.21,1971,EUW1,100,200,100,100,100,100,100
EUW1_5520498559,11.21,1523,EUW1,200,100,200,200,,100,200
EUW1_5520471247,11.21,1719,EUW1,100,200,200,100,100,100,200
EUW1_5518848889,11.21,2160,EUW1,200,200,200,200,200,100,100
EUW1_5518845104,11.21,1243,EUW1,200,200,200,,,200,100
EUW1_5508873347,11.20,1350,EUW1,200,100,200,200,,200,200
EUW1_5508692100,11.20,1379,EUW1,100,200,200,,100,200,
EUW1_5507584314,11.20,1990,EUW1,100,200,200,100,100,100,200
EUW1_5507468268,11.20,1884,EUW1,100,100,200,100,100,200,100
EUW1_5507314841,11.20,1842,EUW1,200,200,200,200,200,100,100
EUW1_5507259106,11.20,2023,EUW1,100,200,200,100,100,100,200
EUW1_5507234839,11.20,1370,EUW1,200,100,200,,,200,200
EUW1_5507183739,11.20,1584,EUW1,200,100,200,200,200,200,100
EUW1_5506453439,11.20,1568,EUW1,100,100,200,100,100,200,100
EUW1_5506395631,11.20,2002,EUW1,100,100,100,100,200,100,100
EUW1_5531840332,11.21,2302,EUW1,100,200,100,200,200,100,100
EUW1_5531767445,11.21,946,EUW1,200,200,200,,,200,200
EUW1_5530969716,11.21,1329,EUW1,200,200,200,200,200,200,100
EUW1_5531094787,11.21,1207,EUW1,100,100,100,100,,200,100
EUW1_5531040788,11.21,1548,EUW1,100,100,100,100,,100,100
EUW1_5526856459,11.21,2162,EUW1,200,200,200,200,100,100,200
EUW1_5524775914,11.21,1298,EUW1,200,200,100,,,200,100
EUW1_5517658383,11.21,1105,EUW1,100,200,100,100,,100,100
EUW1_5517726161,11.21,1749,EUW1,100,200,100,100,200,200,100
EUW1_5517540754,11.21,1571,EUW1,200,200,200,200,200,200,200
EUW1_5517206173,11.21,2036,EUW1,200,200,100,200,200,200,200
EUW1_5516612128,11.21,1632,EUW1,200,100,100,200,200,200,100
EUW1_5516567383,11.21,1359,EUW1,200,100,200,,,200,200
EUW1_5516534501,11.21,927,EUW1,100,200,100,,,,100
EUW1_5516530554,11.21,1159,EUW1,100,100,100,100,,100,100
EUW1_5516425875,11.21,1207,EUW1,200,200,200,200,,200,100
EUW1_5516340309,11.21,1660,EUW1,100,200,100,100,100,100,100
EUW1_5516331426,11.21,1462,EUW1,100,100,200,100,100,200,100
EUW1_5516268251,11.21,1133,EUW1,100,100,100,,,100,200
EUW1_5514271268,11.20,1491,EUW1,200,100,200,200,200,200,200
EUW1_5514143274,11.20,1210,EUW1,100,100,100,,,100,100
EUW1_5514031908,11.20,1531,EUW1,200,100,100,200,200,100,100
EUW1_5513845746,11.20,1887,EUW1,200,100,200,200,200,100,100
EUW1_5513871036,11.20,1032,EUW1,200,100,200,200,,200,200
EUW1_5513675704,11.20,1257,EUW1,100,100,100,100,,200,200
EUW1_5534241827,11.21,1927,EUW1,200,200,200,200,200,200,100
EUW1_5533384217,11.21,1387,EUW1,200,200,200,200,,200,100
EUW1_5532436758,11.21,1236,EUW1,200,200,200,200,,100,200
EUW1_5532315669,11.21,1765,EUW1,100,200,100,100,200,200,100
EUW1_5532049645,11.21,1623,EUW1,200,200,200,100,100,200,200
EUW1_5531879792,11.21,1140,EUW1,200,200,200,200,,200,200
EUW1_5531787562,11.21,1486,EUW1,200,100,100,200,200,200,100
EUW1_5531695810,11.21,1395,EUW1,200,100,200,200,200,200,200
EUW1_5531600154,11.21,1344,EUW1,100,100,100,,,100,200
EUW1_5531576424,11.21,1736,EUW1,100,100,100,100,100,200,100
EUW1_5531562789,11.21,1508,EUW1,200,100,200,200,200,200,200
EUW1_5531061852,11.21,1285,EUW1,200,200,200,200,,200,200
EUW1_5530960549,11.21,937,EUW1,100,100,100,,,100,100
EUW1_5530667294,11.21,2072,EUW1,100,100,200,100,200,100,200
EUW1_5530465555,11.21,1590,EUW1,200,100,200,200,200,200,100
EUW1_5530327778,11.21,1751,EUW1,200,100,200,200,200,200,200
EUW1_5530351536,11.21,1600,EUW1,100,100,200,100,100,100,100
EUW1_5530014163,11.21,2151,EUW1,200,100,200,100,100,200,100
EUW1_5529982600,11.21,1687,EUW1,200,200,200,200,,200,100
EUW1_5529817781,11.21,1788,EUW1,200,100,100,200,200,200,100
EUW1_5529881266,11.21,1568,EUW1,200,100,100,200,200,100,200
EUW1_5529775088,11.21,1960,EUW1,200,200,200,200,200,200,200
EUW1_5529369083,11.21,1376,EUW1,200,100,200,,200,200,200
EUW1_5529239705,11.21,1586,EUW1,100,100,100,100,100,100,100
EUW1_5533048342,11.21,1558,EUW1,100,200,100,100,100,100,100
EUW1_5521004751,11.21,1868,EUW1,100,200,200,100,100,100,100
EUW1_5518771009,11.21,1598,EUW1,100,200,200,100,100,200,200
EUW1_5518337647,11.21,1298,EUW1,100,200,200,,,100,200
EUW1_5517906189,11.21,1829,EUW1,200,100,100,200,100,200,100
EUW1_5516258045,11.21,1814,EUW1,200,200,200,200,200,200,100
EUW1_5516205884,11.21,1266,EUW1,100,200,100,,,200,100
EUW1_5516222606,11.21,1588,EUW1,100,100,100,100,100,200,100
EUW1_5516210578,11.21,943,EUW1,100,100,100,,,200,200
EUW1_5516186270,11.21,1422,EUW1,100,100,100,100,100,200,100
EUW1_5513063864,11.20,1535,EUW1,100,100,200,100,100,200,100
EUW1_5512930463,11.20,2468,EUW1,100,100,100,100,100,100,100
EUW1_5512838202,11.20,1787,EUW1,200,100,200,200,200,200,
EUW1_5512864932,11.20,1852,EUW1,200,200,100,200,200,100,200
EUW1_5512824180,11.20,1242,EUW1,200,200,100,200,,200,100
EUW1_5512881161,11.20,1847,EUW1,100,100,100,100,200,100,100
EUW1_5512111530,11.20,1769,EUW1,100,200,100,100,100,200,100
EUW1_5511938453,11.20,2201,EUW1,200,200,100,200,200,200,100
EUW1_5511901373,11.20,950,EUW1,200,100,200,,,200,200
EUW1_5511819339,11.20,792,EUW1,100,100,100,100,,100,100
EUW1_5511747329,11.20,1535,EUW1,100,200,200,100,100,200,100
EUW1_5511742162,11.20,1389,EUW1,200,100,200,200,200,100,200
EUW1_5505760125,11.20,1375,EUW1,100,200,200,100,100,200,100
EUW1_5505764121,11.20,1689,EUW1,200,200,200,200,200,200,100
EUW1_5505720838,11.20,1729,EUW1,200,200,100,200,100,100,100
EUW1_5533008678,11.21,1878,EUW1,200,200,200,,200,200,200
EUW1_5532974036,11.21,2326,EUW1,100,100,100,200,200,100,200
EUW1_5532929875,11.21,1184,EUW1,100,200,200,,,200,200
EUW1_5532924572,11.21,1861,EUW1,200,100,200,200,200,100,100
EUW1_5532448988,11.21,1164,EUW1,200,200,200,,,200,
EUW1_5532404959,11.21,1514,EUW1,100,100,100,100,100,100,200
EUW1_5532034398,11.21,1931,EUW1,200,200,200,200,100,200,200
EUW1_5531958267,11.21,1625,EUW1,100,100,100,,100,100,100
EUW1_5531933896,11.21,1589,EUW1,100,100,200,100,100,100,200
EUW1_5531827182,11.21,2080,EUW1,200,100,100,200,200,200,100
EUW1_5531784433,11.21,1404,EUW1,200,200,200,200,,200,100
EUW1_5531726026,11.21,1567,EUW1,200,200,200,,,200,200
EUW1_5531701775,11.21,1691,EUW1,100,100,100,100,100,100,100
EUW1_5531608241,11.21,1275,EUW1,200,200,200,,,100,200
EUW1_5531632854,11.21,1801,EUW1,100,100,100,,200,100,100
EUW1_5531546716,11.21,1394,EUW1,200,100,200,200,200,200,200
EUW1_5531466315,11.21,1419,EUW1,200,200,200,200,,200,200
EUW1_5530637188,11.21,1852,EUW1,100,100,100,100,100,100,200
EUW1_5530641105,11.21,1353,EUW1,200,200,200,200,,200,200
EUW1_5530586957,11.21,919,EUW1,100,200,100,,,100,100
EUW1_5530524068,11.21,962,EUW1,200,200,100,,,200,100
EUW1_5528845232,11.21,1240,EUW1,100,100,100,100,,100,100
EUW1_5528803421,11.21,1125,EUW1,200,200,200,,,200,200
EUW1_5528667781,11.21,1683,EUW1,100,100,200,100,100,200,200
EUW1_5528282115,11.21,2003,EUW1,100,100,200,100,100,200,200
EUW1_5534731049,11.21,1453,EUW1,200,200,200,200,200,200,200
EUW1_5534628370,11.21,1587,EUW1,200,200,200,200,200,200,100
EUW1_5533877895,11.21,1455,EUW1,100,100,100,100,100,100,100
EUW1_5533599777,11.21,969,EUW1,100,100,100,,,100,100
EUW1_5533592992,11.21,1673,EUW1,200,200,200,200,200,100,100
EUW1_5533443568,11.21,1474,EUW1,200,100,200,,200,100,200
EUW1_5533233396,11.21,1498,EUW1,100,200,100,,100,200,100
EUW1_5533118226,11.21,1274,EUW1,200,200,200,200,,200,100
EUW1_5532896564,11.21,1278,EUW1,100,200,100,,,200,100
EUW1_5532932882,11.21,1286,EUW1,200,100,200,200,,100,100
EUW1_5532275774,11.21,1293,EUW1,100,100,100,,,200,200
EUW1_5532030693,11.21,1210,EUW1,100,200,200,,,100,100
EUW1_5531767749,11.21,1951,EUW1,200,200,200,200,200,100,200
EUW1_5531783789,11.21,1136,EUW1,200,200,200,200,,200,100
EUW1_5530598052,11.21,1620,EUW1,100,100,100,100,100,100,200
EUW1_5530553057,11.21,1186,EUW1,200,200,200,,,200,200
EUW1_5530465383,11.21,1460,EUW1,200,200,100,200,200,200,100
EUW1_5530420614,11.21,1562,EUW1,200,100,100,100,200,200,200
EUW1_5530213786,11.21,2225,EUW1,100,200,100,100,100,200,100
EUW1_5530184954,11.21,2190,EUW1,100,200,100,100,100,100,100
EUW1_5528517617,11.21,1352,EUW1,200,100,200,200,200,200,100
EUW1_5528541208,11.21,1531,EUW1,100,200,200,100,100,200,200
EUW1_5527518776,11.21,1374,EUW1,100,100,100,100,,100,100
EUW1_5527442189,11.21,1560,EUW1,100,100,100,100,100,200,200
EUW1_5527307777,11.21,1166,EUW1,200,200,200,200,,200,100
EUW1_5534432173,11.21,1713,EUW1,200,200,100,200,200,200,100
EUW1_5534413887,11.21,1422,EUW1,100,100,100,,100,200,100
EUW1_5527791124,11.21,1573,EUW1,200,200,200,200,200,200,200
EUW1_5527734998,11.21,1633,EUW1,200,200,200,200,200,200,200
EUW1_5527584525,11.21,1622,EUW1,100,200,100,100,,200,200
EUW1_5524820082,11.21,2148,EUW1,100,100,100,200,200,200,100
EUW1_5524813733,11.21,2037,EUW1,100,100,200,100,100,200,100
EUW1_5524689112,11.21,1345,EUW1,200,200,200,200,200,200,100
EUW1_5523662888,11.21,1697,EUW1,200,100,200,,200,200,200
EUW1_5521868992,11.21,1680,EUW1,200,100,200,200,200,200,100
EUW1_5521853989,11.21,1387,EUW1,200,200,200,200,200,200,200
EUW1_5521747337,11.21,2022,EUW1,200,200,100,100,200,200,100
EUW1_5518692180,11.21,651,EUW1,100,100,100,100,,100,100
EUW1_5518595764,11.21,1597,EUW1,200,200,100,200,200,200,100
EUW1_5517192813,11.21,1496,EUW1,200,200,200,200,,200,200
EUW1_5515768664,11.21,2057,EUW1,200,200,200,200,200,200,100
EUW1_5515721538,11.21,2090,EUW1,200,200,200,200,200,200,100
EUW1_5513947178,11.20,2327,EUW1,100,100,100,100,100,200,100
EUW1_5513679560,11.20,1805,EUW1,100,100,100,100,100,100,100
EUW1_5512448747,11.20,1986,EUW1,200,200,200,200,200,200,200
EUW1_5512450776,11.20,2025,EUW1,200,100,100,200,200,100,100
EUW1_5512324258,11.20,2112,EUW1,100,100,100,100,100,200,100
EUW1_5512238429,11.20,1511,EUW1,200,200,200,,,200,
EUW1_5509477630,11.20,1517,EUW1,200,200,200,,,200,100
EUW1_5507638423,11.20,2055,EUW1,100,200,100,100,100,100,200
EUW1_5534628303,11.21,1718,EUW1,100,100,100,100,100,200,100
EUW1_5534694724,11.21,1393,EUW1,100,200,100,,100,100,100
EUW1_5534663913,11.21,1073,EUW1,200,200,200,200,,200,200
EUW1_5534701332,11.21,1849,EUW1,200,200,100,200,200,200,100
EUW1_5534631433,11.21,1212,EUW1,100,100,100,100,,100,100
EUW1_5534539875,11.21,1764,EUW1,200,200,200,200,200,200,200
EUW1_5534557899,11.21,2015,EUW1,200,100,200,200,200,200,100
EUW1_5534614973,11.21,1376,EUW1,200,200,200,200,200,200,200
EUW1_5534574942,11.21,944,EUW1,200,200,200,,,200,100
EUW1_5534524266,11.21,1930,EUW1,100,100,200,100,200,100,200
EUW1_5534600688,11.21,1293,EUW1,200,200,200,200,200,200,200
EUW1_5534509221,11.21,1625,EUW1,100,100,100,100,100,200,100
EUW1_5534429080,11.21,1436,EUW1,200,200,100,200,200,200,100
EUW1_5534514395,11.21,1628,EUW1,100,100,100,100,100,100,100
EUW1_5534461129,11.21,1425,EUW1,100,100,200,100,100,100,100
EUW1_5532772601,11.21,1909,EUW1,100,200,200,100,100,100,200
EUW1_5532718723,11.21,1748,EUW1,100,100,200,100,100,200,200
EUW1_5532591705,11.21,1913,EUW1,100,200,100,100,100,100,
EUW1_5528010467,11.21,1219,EUW1,100,200,100,100,,200,100
EUW1_5527919256,11.21,1617,EUW1,200,200,100,200,200,100,100
EUW1_5527857902,11.21,2993,EUW1,200,200,200,200,100,100,100
EUW1_5527844612,11.21,1500,EUW1,100,200,100,100,200,100,200
EUW1_5527770027,11.21,1197,EUW1,200,100,200,200,,200,200
EUW1_5526592937,11.21,1657,EUW1,100,100,200,100,100,200,200
EUW1_5525331998,11.21,1220,EUW1,100,100,100,100,,100,100
EUW1_5534437085,11.21,1224,EUW1,200,200,200,200,,100,100
EUW1_5534425192,11.21,920,EUW1,200,200,200,,,200,200
EUW1_5533160922,11.21,1397,EUW1,100,200,100,100,100,100,100
EUW1_5533073630,11.21,2315,EUW1,100,100,100,100,200,200,100
EUW1_5532700022,11.21,1004,EUW1,100,100,100,100,,100,100
EUW1_5532717108,11.21,2304,EUW1,100,100,100,100,100,200,100
EUW1_5532721490,11.21,1044,EUW1,200,200,200,200,,200,200
EUW1_5531755571,11.21,1702,EUW1,100,200,100,,100,100,100
EUW1_5530347168,11.21,1230,EUW1,100,100,100,,,100,100
EUW1_5530164363,11.21,1747,EUW1,100,200,200,100,100,100,200
EUW1_5530111831,11.21,1619,EUW1,200,100,100,,200,200,100
EUW1_5530008132,11.21,1383,EUW1,100,100,100,100,100,200,100
EUW1_5529554414,11.21,2111,EUW1,100,200,100,100,200,200,100
EUW1_5529430032,11.21,2371,EUW1,200,100,100,200,200,200,
EUW1_5529214890,11.21,1834,EUW1,100,100,100,100,100,200,
EUW1_5529147504,11.21,1510,EUW1,200,200,200,200,200,200,100
EUW1_5529141466,11.21,1268,EUW1,100,200,100,100,,100,100
EUW1_5529037894,11.21,1115,EUW1,200,100,200,200,,200,200
EUW1_5527691655,11.21,1771,EUW1,200,200,200,200,100,200,100
EUW1_5527574885,11.21,1681,EUW1,100,100,200,100,100,200,100
EUW1_5527469245,11.21,1343,EUW1,100,100,100,,,100,100
EUW1_5527441595,11.21,1988,EUW1,100,200,100,200,200,100,200
EUW1_5527365898,11.21,1513,EUW1,200,200,200,200,,200,100
EUW1_5527339573,11.21,1379,EUW1,100,200,100,100,100,200,100
EUW1_5526895865,11.21,1265,EUW1,200,200,100,200,,200,100
EUW1_5529962903,11.21,1766,EUW1,200,200,200,200,200,100,200
EUW1_5529861815,11.21,1709,EUW1,100,100,100,100,200,100,100
EUW1_5529752470,11.21,1664,EUW1,200,200,200,200,200,200,200
EUW1_5529576681,11.21,1541,EUW1,100,200,200,100,100,100,
EUW1_5529475662,11.21,941,EUW1,200,200,200,,,100,200
EUW1_5528279895,11.21,1890,EUW1,200,200,100,100,200,200,200
