,tier,game_duration,winner,first_kill,first_tower,first_inhibitor,first_baron,first_dragon,first_rift_herald,kill_advantage,gold_advantage,cs_advantage,damage_advantage,tower_advantage,plate_advantage,inhibitor_advantage,dragon_advantage,rift_advantage
17985,GRANDMASTERS,1315,1.0,1.0,1.0,0.0,0.0,1.0,1.0,7,8911,110,10619,-2,-10,0,2,1
23350,GRANDMASTERS,1152,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-4,-6757,-114,-4810,3,6,0,-2,1
31103,GRANDMASTERS,2013,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-2,1330,-1,-46,-1,-2,0,0,1
35186,GRANDMASTERS,1730,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-3,963,20,-4845,0,-3,0,-1,1
29546,GRANDMASTERS,2185,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,3,1091,-36,2063,0,-1,0,-1,0
28478,GRANDMASTERS,846,-1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,-6,-11051,-162,-8258,8,13,1,0,-1
33308,GRANDMASTERS,1420,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-4,-720,38,1255,1,1,0,-1,-1
34055,GRANDMASTERS,2218,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1223,42,3333,1,1,0,0,-1
22585,GRANDMASTERS,1125,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-16,-9385,1,-8321,3,10,0,-2,-1
20128,GRANDMASTERS,1371,1.0,1.0,1.0,0.0,1.0,1.0,1.0,6,3864,18,14475,0,-1,0,1,0
22674,GRANDMASTERS,1598,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-4,1329,-6,2029,-1,-6,0,0,1
28808,GRANDMASTERS,1652,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-6,-5688,-2,-3369,3,11,0,1,-1
33817,GRANDMASTERS,1756,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1,-3158,-68,-4600,2,9,0,1,-1
14625,GRANDMASTERS,937,-1.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,-10,-7315,-18,331,2,9,0,1,-1
24954,GRANDMASTERS,1643,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-2,-2085,-2,1141,1,5,0,1,-1
30716,GRANDMASTERS,1808,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10,7163,99,9859,-1,-7,0,1,0
34180,GRANDMASTERS,1017,-1.0,1.0,-1.0,0.0,0.0,-1.0,1.0,-9,-3777,-26,-1262,1,1,0,-2,1
29104,GRANDMASTERS,2143,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1,983,5,-4376,-1,-5,0,-1,1
25981,GRANDMASTERS,1044,1.0,1.0,1.0,1.0,0.0,1.0,1.0,15,12553,101,6301,-2,-11,0,2,1
23998,GRANDMASTERS,1793,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-4,4264,125,3937,-2,-13,0,-1,1
25284,GRANDMASTERS,1756,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,5,1399,-14,-3720,-1,-6,0,1,1
28540,GRANDMASTERS,969,1.0,1.0,1.0,0.0,0.0,1.0,1.0,13,6690,-37,9568,-1,-6,0,1,1
32402,GRANDMASTERS,2356,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,-964,-14,372,0,5,0,1,-1
22660,GRANDMASTERS,1870,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,5903,44,8220,0,-8,0,1,1
24968,GRANDMASTERS,2088,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-9,-2896,-10,-3790,2,3,0,1,-1
22185,GRANDMASTERS,1914,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-6,-3809,-45,-8718,0,8,0,-1,-1
30550,GRANDMASTERS,1563,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,6488,-49,6994,-2,-9,0,1,1
15921,GRANDMASTERS,1710,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,40,50,3752,1,-2,0,2,-1
24491,GRANDMASTERS,1991,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-4,-1969,-2,-720,0,6,0,1,-1
30918,GRANDMASTERS,1399,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-10,-7368,-107,-3493,1,10,0,-1,-1
24084,GRANDMASTERS,1452,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-6,-4054,-68,-6755,3,6,0,1,-1
21680,GRANDMASTERS,1347,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4,4871,91,7652,-2,-8,0,2,1
32487,GRANDMASTERS,1832,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,6,-2133,-75,305,0,5,0,1,-1
22415,GRANDMASTERS,1528,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,-3,519,15,1780,0,-2,0,0,1
18925,GRANDMASTERS,2250,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,2,1075,20,2684,-1,-2,0,2,-1
34276,GRANDMASTERS,1423,1.0,1.0,1.0,1.0,0.0,1.0,1.0,9,6863,42,5768,-1,-9,0,1,0
35442,GRANDMASTERS,1295,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3,4932,66,5059,-2,-8,0,1,0
16406,GRANDMASTERS,1655,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,9,5919,85,2763,-2,-5,0,1,-1
34311,GRANDMASTERS,1880,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,138,100,-3180,0,-4,0,-2,0
35416,GRANDMASTERS,1180,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-10,-7834,-92,-7117,2,10,0,1,-1
35260,GRANDMASTERS,1714,1.0,1.0,-1.0,0.0,1.0,1.0,1.0,7,1057,-54,474,0,0,0,1,1
26454,GRANDMASTERS,1414,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,-6,-4709,-75,-4469,0,1,0,1,1
34109,GRANDMASTERS,1438,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,0,-2072,-68,-9721,0,2,0,1,1
30668,GRANDMASTERS,1126,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-15,-9304,-114,-15067,1,8,0,-1,0
27249,GRANDMASTERS,1561,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,5,457,-39,-2869,0,2,0,1,-1
19617,GRANDMASTERS,1537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,4226,-5,5758,-1,-6,0,1,1
27414,GRANDMASTERS,1149,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-7,-6437,-5,-2825,2,11,0,0,-1
20847,GRANDMASTERS,1706,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,6566,16,5428,-2,-10,0,2,1
17299,GRANDMASTERS,1894,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-9,-2993,-18,-6352,2,9,0,0,1
28081,GRANDMASTERS,1016,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-13,-12227,-119,-15554,3,14,0,0,0
31181,GRANDMASTERS,1689,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-7,-7662,-106,-7634,2,8,0,0,-1
20220,GRANDMASTERS,1291,1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,10,9043,106,9737,-1,-10,0,-1,1
33606,GRANDMASTERS,1980,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,6,6802,23,4716,-1,-9,0,1,1
28932,GRANDMASTERS,1707,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-2,-784,-48,-4744,-2,0,0,-1,1
32257,GRANDMASTERS,1686,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1,-2087,-18,1511,0,-1,0,-1,-1
28805,GRANDMASTERS,1598,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-4,-168,-30,-7979,0,6,0,1,-1
23446,GRANDMASTERS,2107,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-7,-6080,-26,-6320,1,3,0,0,-1
26152,GRANDMASTERS,1368,-1.0,-1.0,1.0,0.0,0.0,1.0,1.0,-1,1184,2,-895,-2,-5,0,1,1
29876,GRANDMASTERS,1282,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,11,7345,35,8055,-1,-2,0,1,-1
23113,GRANDMASTERS,1984,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,7,1124,-58,-4394,0,3,0,1,0
30525,GRANDMASTERS,1769,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,5,886,-30,4878,0,3,0,-1,-1
34854,GRANDMASTERS,1387,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-4,-9091,-72,-5869,2,10,0,1,-1
21075,GRANDMASTERS,1546,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-8,-2506,1,78,1,2,0,2,-1
28728,GRANDMASTERS,1555,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-5,-4193,22,-7160,0,2,0,-1,0
31351,GRANDMASTERS,1477,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-8,-3255,-49,-10588,0,-1,0,0,1
32575,GRANDMASTERS,927,1.0,1.0,1.0,0.0,0.0,1.0,0.0,18,13204,125,18175,-2,-12,0,1,0
28657,GRANDMASTERS,1508,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-10,-1007,17,3059,-1,0,0,2,1
32619,GRANDMASTERS,1527,1.0,1.0,-1.0,0.0,1.0,1.0,-1.0,7,716,5,-1756,0,0,0,1,0
31588,GRANDMASTERS,2080,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,3,2925,84,-2876,0,-5,0,1,-1
35227,GRANDMASTERS,930,1.0,1.0,1.0,1.0,0.0,1.0,1.0,12,9429,105,16419,-3,-10,-1,1,1
32250,GRANDMASTERS,1733,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-2,2339,60,-2988,0,-1,0,1,-1
15825,GRANDMASTERS,1799,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,-4164,-15,-2709,3,8,0,-1,-1
27266,GRANDMASTERS,1300,1.0,1.0,1.0,0.0,0.0,1.0,1.0,10,8297,108,15320,-2,-9,0,1,1
29051,GRANDMASTERS,1753,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-2,-2860,-11,-7907,1,3,0,0,0
25661,GRANDMASTERS,1407,-1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,-6,-2170,10,-7234,-1,0,0,-2,0
23094,GRANDMASTERS,1599,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,7,2137,-6,3717,-1,0,0,1,1
23589,GRANDMASTERS,937,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-12,-6983,0,-7695,2,2,0,-1,-1
35402,GRANDMASTERS,2833,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-2,1161,30,-1380,-1,-5,0,-1,1
29379,GRANDMASTERS,1709,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-8,-7394,-49,-2550,2,9,0,2,-1
24885,GRANDMASTERS,1000,1.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,-4,197,15,1548,1,1,0,1,-1
20733,GRANDMASTERS,2303,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1,609,20,-6645,0,-5,0,-1,1
30212,GRANDMASTERS,1137,-1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-6,-4701,-33,751,1,4,0,-1,-1
27318,GRANDMASTERS,1774,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,4,1137,37,-1222,0,3,0,1,0
32370,GRANDMASTERS,1766,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-4,-9,-14,934,-1,-4,0,1,1
31225,GRANDMASTERS,1315,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-8,-9036,-126,-8743,2,11,0,-1,-1
29344,GRANDMASTERS,1770,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-2,1510,8,-1301,-2,-7,0,-1,1
29952,GRANDMASTERS,1857,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-5,-4611,-70,-8915,1,7,0,-2,-1
26635,GRANDMASTERS,2072,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1,1922,70,-1537,0,1,0,1,-1
22012,GRANDMASTERS,1049,1.0,1.0,1.0,1.0,0.0,1.0,1.0,8,5021,8,858,-2,-9,0,1,0
18562,GRANDMASTERS,1704,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,3,3239,48,6107,0,-3,0,-1,0
27244,GRANDMASTERS,2186,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-7,-1345,-35,-4739,0,3,0,0,0
21088,GRANDMASTERS,1415,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,4,4573,54,-1394,-2,-6,0,0,1
26906,GRANDMASTERS,1723,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-15,-7975,-75,-8055,3,9,0,1,-1
35257,GRANDMASTERS,1538,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-5,-7333,-87,-16677,1,6,0,1,-1
31453,GRANDMASTERS,1869,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,7,1542,-32,10020,-1,-2,0,2,-1
30797,GRANDMASTERS,1382,-1.0,-1.0,1.0,-1.0,0.0,1.0,1.0,-1,-2094,-38,-2883,-1,1,0,0,1
34085,GRANDMASTERS,1066,1.0,1.0,1.0,1.0,0.0,1.0,1.0,9,9058,133,1796,-2,-8,0,1,1
20412,GRANDMASTERS,1210,-1.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,-7,-3526,-19,-1475,0,2,0,1,-1
29697,GRANDMASTERS,1393,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,5,5602,54,-2270,-1,-6,0,1,-1
23019,GRANDMASTERS,1407,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1,-599,-60,2867,-2,1,0,-1,1
34528,GRANDMASTERS,1308,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,15,9775,11,16239,-3,-10,0,2,1
18822,GRANDMASTERS,1188,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10,11901,74,9705,-5,-14,0,1,1
28699,GRANDMASTERS,1657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,-386,-35,933,0,-2,0,2,1
25894,GRANDMASTERS,1865,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-4,-2415,15,-84,0,-3,0,-1,-1
17887,GRANDMASTERS,2073,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,2,4506,16,2586,-2,-9,0,-1,1
30319,GRANDMASTERS,2175,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-4,-2601,-7,1847,2,2,0,-2,-1
33751,GRANDMASTERS,1441,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0,-906,-45,3899,0,2,0,1,-1
22946,GRANDMASTERS,1471,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,2,5023,29,8169,-2,-11,0,1,0
30856,GRANDMASTERS,2099,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0,664,-14,1119,0,-4,0,-2,-1
28298,GRANDMASTERS,1685,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5,-1995,-2,876,1,2,0,-1,-1
23435,GRANDMASTERS,1952,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-2,486,-15,-1577,1,-2,0,2,-1
34356,GRANDMASTERS,1802,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8,1848,-58,1979,1,3,0,-1,-1
29406,GRANDMASTERS,1707,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,5289,56,3794,-1,-8,0,0,1
32736,GRANDMASTERS,1866,-1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,0,-4226,-137,-9948,1,8,0,1,-1
20858,GRANDMASTERS,1712,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,13,7447,109,14218,-2,-9,0,1,0
25047,GRANDMASTERS,1720,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1,2331,-4,-1106,-1,-1,0,1,-1
29805,GRANDMASTERS,1389,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,2,2906,36,5222,0,0,0,1,-1
14955,GRANDMASTERS,1521,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,7,1524,24,5844,0,1,0,1,-1
33575,GRANDMASTERS,1271,1.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,2,2520,18,2359,1,2,0,-1,-1
24278,GRANDMASTERS,1825,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,4,3840,16,9775,1,-1,0,0,-1
25287,GRANDMASTERS,1201,1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,12,4308,38,11735,0,-3,0,1,-1
14668,GRANDMASTERS,1351,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,11,2273,11,2949,1,-3,0,0,-1
29738,GRANDMASTERS,958,-1.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,-7,-5510,-34,-3478,3,5,0,1,-1
30808,GRANDMASTERS,952,1.0,-1.0,1.0,0.0,0.0,1.0,0.0,5,3857,83,3603,-1,-5,0,2,0
20029,GRANDMASTERS,1470,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-8,-5469,-29,-5378,1,3,0,1,-1
28183,GRANDMASTERS,1227,-1.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,-1,-6849,-81,5216,1,8,0,1,-1
22169,GRANDMASTERS,1586,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-3,2312,20,-4134,-4,-7,0,2,1
29071,GRANDMASTERS,1819,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-3,-339,-7,153,-1,3,0,-1,-1
17328,GRANDMASTERS,1357,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-5,-2570,-20,-236,0,4,0,-1,-1
16778,GRANDMASTERS,1010,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,18,14077,102,17723,-4,-15,0,1,1
31579,GRANDMASTERS,1563,-1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-2,-2656,69,-1288,2,3,0,1,-1
20597,GRANDMASTERS,1645,-1.0,1.0,1.0,-1.0,1.0,-1.0,0.0,-4,-3954,-50,1224,-1,4,0,0,0
28591,GRANDMASTERS,1230,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-13,-14495,-224,-17845,2,13,0,0,-1
27802,GRANDMASTERS,1842,-1.0,1.0,-1.0,0.0,1.0,1.0,0.0,2,-1149,-36,-2123,0,-1,0,1,0
35215,GRANDMASTERS,1362,1.0,-1.0,1.0,0.0,0.0,-1.0,1.0,-1,141,-32,-6177,0,-2,0,-1,0
20901,GRANDMASTERS,1284,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,17,7981,4,-371,-3,-9,0,1,1
34941,GRANDMASTERS,1712,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-8,-1195,-14,924,-1,-2,0,1,1
34974,GRANDMASTERS,1667,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,8,3163,-34,7910,-1,-5,0,-1,1
23021,GRANDMASTERS,2088,-1.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,-3,1457,31,-4705,-2,-9,0,-1,1
28551,GRANDMASTERS,1712,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-7,-4074,-55,-11907,1,7,0,1,-1
14774,GRANDMASTERS,1550,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-2,-3523,-48,-3412,1,6,0,1,1
33162,GRANDMASTERS,1605,1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,1,322,31,9033,1,2,0,1,0
22800,GRANDMASTERS,960,-1.0,-1.0,-1.0,0.0,0.0,-1.0,1.0,-13,-6561,-62,-4351,0,3,0,-1,1
34270,GRANDMASTERS,1567,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-5,-1899,-12,-4451,0,1,0,1,-1
35094,GRANDMASTERS,2092,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-3,-2191,-21,951,1,2,0,0,-1
31419,GRANDMASTERS,2165,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4,3997,95,6127,1,-2,0,-1,-1
28519,GRANDMASTERS,1525,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-7,-1532,29,-11146,-2,-3,0,-2,1
26736,GRANDMASTERS,1644,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-6,-1270,-58,-9114,-1,-2,0,1,1
18568,GRANDMASTERS,912,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-13,-13260,-177,-18891,3,11,0,0,-1
18826,GRANDMASTERS,1786,1.0,-1.0,1.0,0.0,-1.0,1.0,1.0,4,3341,0,5730,-1,-7,0,1,1
33835,GRANDMASTERS,1238,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,10,6959,23,11051,-1,-6,0,-1,-1
16758,GRANDMASTERS,1262,-1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,-6,-3881,-38,-5426,1,-1,0,2,-1
31797,GRANDMASTERS,1240,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-11,-10457,-53,-7806,3,12,0,-1,-1
33248,GRANDMASTERS,2839,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1,1197,11,3490,-1,-3,0,-1,-1
30161,GRANDMASTERS,1801,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-4,-1322,-18,-3723,-1,-2,0,1,0
33367,GRANDMASTERS,937,1.0,-1.0,1.0,0.0,0.0,-1.0,1.0,5,7744,122,3870,-3,-15,0,-1,1
24834,GRANDMASTERS,1102,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-13,-8796,-14,-10673,1,9,0,0,-1
22551,GRANDMASTERS,1718,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-4,1181,3,1977,-1,-10,0,1,1
28314,GRANDMASTERS,1356,1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,7,4101,58,4053,0,-2,0,1,-1
28942,GRANDMASTERS,1437,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,5852,65,4466,-1,-4,0,1,0
29838,GRANDMASTERS,1156,1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,12,5024,-7,1655,0,0,0,2,-1
29281,GRANDMASTERS,2015,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1,-2644,-23,2918,1,7,0,2,-1
27994,GRANDMASTERS,1736,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,299,-4,2876,1,1,0,2,-1
13624,GRANDMASTERS,1221,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-2064,-56,582,0,0,0,-1,-1
34706,GRANDMASTERS,2409,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1,390,47,-2336,1,3,0,1,-1
34320,GRANDMASTERS,1408,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-7,-3913,-27,-9007,1,4,0,1,-1
20091,GRANDMASTERS,2095,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-7,-4805,0,-1021,1,6,0,2,-1
34881,GRANDMASTERS,1935,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-406,70,-2741,2,-1,0,-1,-1
32627,GRANDMASTERS,2120,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1,1102,-31,2072,0,-5,0,2,1
19931,GRANDMASTERS,1346,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,2,3519,18,1210,-3,-8,0,0,1
30436,GRANDMASTERS,1713,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,6,3064,49,4042,-1,-8,0,1,1
30587,GRANDMASTERS,1176,1.0,1.0,1.0,1.0,0.0,1.0,1.0,12,9918,103,4504,-3,-10,0,1,1
23939,GRANDMASTERS,1460,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5072,65,2093,-1,-6,0,1,1
28417,GRANDMASTERS,1390,1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,1,-221,-38,214,0,4,0,1,-1
33471,GRANDMASTERS,1737,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-4,-1786,15,720,0,3,0,1,0
30210,GRANDMASTERS,1161,-1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,-9,-8563,-83,-13709,1,11,0,0,0
25862,GRANDMASTERS,1310,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-2,-50,4,-798,0,-2,0,1,-1
20875,GRANDMASTERS,1461,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0,-2442,-19,-4621,0,6,0,0,-1
20589,GRANDMASTERS,1265,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,9,7827,124,12563,0,-3,0,1,-1
30682,GRANDMASTERS,1854,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-6,-480,2,-10574,-1,-2,0,-2,1
28725,GRANDMASTERS,1551,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-249,-33,-953,1,4,0,-1,-1
21820,GRANDMASTERS,2132,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-4,-3925,-14,-9588,1,6,0,0,-1
32400,GRANDMASTERS,1806,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,-4,-931,26,-9373,0,-3,0,0,0
33168,GRANDMASTERS,1093,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-16,-8174,-23,-10488,0,4,0,-1,-1
19236,GRANDMASTERS,1163,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-11,-5498,-22,-13884,0,4,0,-1,-1
35236,GRANDMASTERS,1418,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-7,-5763,-13,-3478,1,7,0,1,-1
33385,GRANDMASTERS,1246,1.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,5,5676,74,11804,1,1,0,1,-1
21137,GRANDMASTERS,1487,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,4,4050,125,4387,-1,-6,0,1,1
24598,GRANDMASTERS,1635,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,0,-2527,-57,-5331,0,4,0,1,0
22306,GRANDMASTERS,1646,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,0,2380,80,3162,0,-3,0,-2,-1
34147,GRANDMASTERS,1654,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,7,5814,45,6165,-1,-4,0,-2,0
21945,GRANDMASTERS,1274,1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-2,-1418,-17,550,1,6,0,-1,-1
26924,GRANDMASTERS,1466,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,0,4890,75,1151,-2,-8,0,1,-1
22909,GRANDMASTERS,1445,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,0,1681,11,-341,0,-4,0,-1,0
20184,GRANDMASTERS,1550,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,3767,43,647,-1,-10,0,2,1
14975,GRANDMASTERS,1625,1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1,-2082,33,2138,1,2,0,1,-1
