,tier,winner,first_kill,first_tower,first_inhibitor,first_baron,first_dragon,first_rift_herald,kill_advantage,gold_advantage,cs_advantage,damage_advantage,tower_advantage,plate_advantage,inhibitor_advantage,dragon_advantage,rift_advantage,baron_advantage
718,GOLD,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,12,7172,91,-5906,3,5,1,0,-1,0
11443,GOLD,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,5,6972,115,9079,8,11,0,3,2,0
10210,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,5,7297,182,30913,4,3,1,3,-1,0
24346,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-10,-8817,-28,-37421,-5,-9,-1,1,-2,-1
19680,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,8947,35,20692,2,6,0,3,1,1
6494,GOLD,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,4,1041,95,-12877,0,4,0,-1,1,0
2523,GOLD,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0,-1970,-61,-12253,0,0,0,-1,-1,0
16184,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,3,2345,150,4433,2,-4,0,0,1,0
5931,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-2,-1768,5,-15190,2,-4,0,-1,1,0
6059,GOLD,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-11,-5720,-70,-16028,-2,2,0,1,1,0
3222,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,3,2156,50,-1995,0,-1,0,1,-2,0
18303,GOLD,1.0,-1.0,1.0,1.0,0.0,1.0,0.0,3,4522,26,6373,4,0,0,3,0,0
10640,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,14,10920,98,6867,3,5,0,1,-1,1
18868,GOLD,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,5,3288,80,-7420,2,3,0,1,-1,0
4815,GOLD,1.0,-1.0,1.0,1.0,0.0,-1.0,0.0,3,3559,75,8765,2,5,0,1,0,0
22825,GOLD,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,7,2630,16,15173,1,-1,0,3,-1,0
9988,GOLD,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,6,5499,14,10638,6,5,1,-1,-1,0
12322,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-2,938,122,-22727,0,5,0,1,-2,0
10162,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-4,-10323,-121,-25965,-7,-2,-2,-2,0,0
7042,GOLD,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,9,6423,179,10382,3,-1,0,2,-2,1
10169,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-3488,-66,-19125,-4,-7,0,-3,-1,0
10985,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,17,8635,69,19561,4,2,1,4,2,0
2106,GOLD,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-2,-118,28,-141,-1,-6,0,-3,1,0
10834,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-17,-9364,-1,-5277,-2,-5,0,-1,2,0
10105,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,19,8689,-29,23096,8,7,0,1,1,1
17657,GOLD,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-14,-10110,-150,-25449,-6,-4,0,-1,-2,0
23013,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,3254,20,-4295,0,3,0,0,1,0
8705,GOLD,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,5,2386,27,-1099,0,-8,0,1,-1,1
20746,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-5,-9926,-118,-20665,-7,2,-1,-1,-1,-1
18055,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,6115,88,-6310,5,2,1,-1,1,0
14642,GOLD,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-11,-10316,-99,-11934,-4,-7,0,-2,0,0
4400,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-9,-6430,25,6,-5,-3,0,1,-1,0
3683,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,17,10159,39,12352,4,5,0,4,0,0
23304,GOLD,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-17,-13934,-195,-25417,-4,-5,0,0,0,-1
417,GOLD,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1,3638,28,6692,1,2,0,-1,1,1
12456,GOLD,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-2,-3801,10,-15237,-1,2,0,1,1,-1
1551,GOLD,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,16,1460,-71,15505,-3,-4,0,2,-1,-1
1256,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,3,3427,8,6598,-1,-10,0,1,1,0
604,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0,6545,113,6010,4,2,1,0,0,1
9593,GOLD,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,5,2968,60,4759,-2,3,-1,-1,-1,1
13476,GOLD,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-6,-3971,-76,-8670,-4,0,-2,-2,1,0
19877,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,25,16848,148,1779,6,7,2,3,-1,1
10600,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,9,3186,-96,11989,-1,-1,0,0,-1,1
5943,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-8,-3461,74,-19437,1,-6,0,-4,-2,-1
9666,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,12,7886,133,6843,4,2,0,1,0,0
4606,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-13,-14247,-84,-16250,-5,0,-1,-3,1,-1
7857,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-10,-10137,-129,-13161,-4,-2,0,-1,-1,-1
8767,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2094,11,-2294,4,0,1,-1,1,0
7518,GOLD,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,3,-290,17,-10486,1,-2,0,1,2,0
10152,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-2,-1013,40,-3639,-3,-2,-1,-1,-2,0
1154,GOLD,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-5,3131,172,-13538,6,10,1,3,0,-1
5577,GOLD,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-10,-5821,-86,-1356,-2,-3,0,0,-1,-1
16944,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,6,6823,68,12461,4,5,1,-1,-2,0
6966,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4,-5461,-5,-10393,-2,-3,0,-3,-1,0
25887,GOLD,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,4,6522,26,18326,1,1,0,1,-1,1
5195,GOLD,1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,15,9642,176,9645,5,-1,2,3,-2,0
15681,GOLD,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-7,3989,116,3539,4,0,0,-1,1,0
14134,GOLD,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,9,3993,72,-404,-3,-6,-1,0,-2,0
5016,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,6,4983,65,22014,4,5,0,-1,1,0
20979,GOLD,1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,23,13969,29,24704,7,6,3,1,1,0
17263,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2,10875,246,20101,7,9,0,1,-1,0
7372,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4,-1767,-60,-3180,-2,-2,0,1,-1,0
19405,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-4,-9774,-165,-14885,-3,-6,0,-2,0,0
20806,GOLD,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-4,-1026,-25,-9818,0,0,0,-3,0,0
25370,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-6,-11419,-122,-14647,-3,-8,0,-2,2,-1
10182,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,6,-935,27,5189,2,6,0,1,1,-1
26466,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,7,5475,80,20732,3,1,0,-1,-1,0
24588,GOLD,1.0,-1.0,1.0,0.0,0.0,1.0,0.0,15,11027,99,20103,5,1,0,3,0,0
9660,GOLD,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,18,2149,-66,14076,2,-6,1,-2,0,-1
6964,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,6358,73,4361,4,7,0,3,2,0
18328,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1,2694,143,7972,3,0,0,1,1,0
9476,GOLD,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-2,-2406,-52,3984,-3,-4,0,-3,-2,0
6449,GOLD,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,10,1570,-18,13337,6,2,1,-3,1,0
22023,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-13,2975,75,2974,1,5,0,-1,1,1
16239,GOLD,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,-3997,-100,-2017,-4,-2,0,-1,-1,0
13637,GOLD,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,7,7331,100,-5697,2,3,0,3,-1,1
2625,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,2,1528,-9,2423,-2,0,0,3,0,0
8429,GOLD,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-6,-5295,-27,-10044,-3,-6,0,-3,1,0
11738,GOLD,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-10,-3163,-14,-27648,1,1,0,-2,1,0
1907,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,3510,14,-3941,1,-2,0,-1,-2,0
3977,GOLD,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-14,-8133,8,-19179,-3,-1,0,1,-1,0
13623,GOLD,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,14,6152,36,13759,10,12,2,1,0,-1
16170,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,8,2240,46,1669,-2,2,0,1,-1,0
17010,GOLD,-1.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,-4,-9473,-10,-11310,-4,-5,0,-1,-2,0
16210,GOLD,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,11,4201,-85,32201,0,3,0,1,0,0
1789,GOLD,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-4,6059,146,3695,3,4,0,1,1,0
4698,GOLD,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,6,2013,5,4960,0,-1,0,1,-1,0
12966,GOLD,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,6,6872,39,17279,2,4,0,1,-1,0
2932,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,19,14863,56,31287,5,5,0,3,-1,1
8757,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4,-9318,-122,-4278,-7,-5,-2,-3,-1,0
12543,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,10,5423,107,1524,1,-1,0,3,1,0
20741,GOLD,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-3,-4176,-39,-23593,-2,5,0,-1,-1,0
15041,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,8,11891,166,11961,4,8,0,1,2,0
1739,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-7,-6134,8,-11730,-3,-8,0,-1,-1,0
21137,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,10,11028,96,15012,7,11,0,3,-1,1
4098,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8,4953,31,18279,4,0,0,1,-1,0
6126,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-11,-11493,42,-18999,-5,-9,-1,-1,-2,-1
8295,GOLD,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-7,-1445,44,-1209,-2,4,0,-2,-1,0
1267,GOLD,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,3,975,34,6995,0,0,1,-3,-1,0
1969,GOLD,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-4,-6204,-102,-13252,-3,-8,0,-1,-2,0
16631,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,4,-1011,-7,10484,-1,-3,0,3,-1,0
17914,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,4363,31,1360,3,10,0,4,2,1
9263,GOLD,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-4,-5066,-75,2965,-1,-2,0,-3,-1,0
10261,GOLD,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,5,-3192,-33,-7275,-1,-1,0,-1,2,-1
18658,GOLD,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,9,7073,88,13959,2,-1,1,4,0,1
3489,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,5798,3,9097,5,11,1,-1,2,1
6225,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,18,11806,-11,33102,4,-1,2,3,-2,1
8891,GOLD,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-7,-4008,-76,-12361,-3,-6,0,-2,-2,0
15963,GOLD,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,2,-2541,-2,-8280,-1,5,0,3,1,-1
113,GOLD,-1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1,-5782,-115,-7556,-5,-2,0,1,-1,0
8397,GOLD,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-10,-6787,-19,8554,-8,-4,-1,-3,-1,1
18531,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-6,-3263,34,-8281,-1,4,0,-3,1,0
21826,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,-6577,-33,-26099,-4,-5,-1,-1,-1,-1
3698,GOLD,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-4,-3429,-62,-14508,-2,-5,0,-1,-2,0
20538,GOLD,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,3,7183,122,-11543,1,-3,0,1,1,0
9754,GOLD,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,7,-1974,-55,-5480,-1,-3,0,1,1,0
16390,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,8,7075,72,8986,5,6,0,1,0,0
15068,GOLD,1.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,16,7215,129,-1511,2,-2,0,1,-1,0
17646,GOLD,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,14,3170,-66,-5926,-1,0,0,-1,-1,0
22280,GOLD,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,10,4317,87,-2476,2,4,0,1,0,0
10902,GOLD,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1,5285,50,4855,0,5,0,-1,1,1
16590,GOLD,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,26,14689,79,42590,8,5,1,4,1,0
7930,GOLD,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-15,-6942,-71,-15709,-4,-1,0,-3,-1,0
7096,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-7,-1409,64,-7773,0,4,0,-2,2,0
17928,GOLD,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-2,1084,84,-2175,1,2,0,-2,-1,0
20574,GOLD,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,11,5220,-68,18060,2,2,1,0,-1,0
1053,GOLD,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,9,4020,9,19669,-1,3,0,-1,-1,1
6543,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,6,3315,12,6419,2,4,0,0,0,0
19390,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-18,-10854,-137,-15785,-4,-4,0,-3,-2,-1
19513,GOLD,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-7,-89,119,5971,0,1,0,-1,0,0
16869,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,11,7492,-33,23016,2,6,0,0,0,0
3498,GOLD,-1.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,-6,-6586,-144,3754,-5,-4,0,-3,1,0
10103,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-3,-1445,-14,1447,-3,2,0,-1,2,0
24874,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,14051,67,22611,5,7,0,3,2,1
9637,GOLD,-1.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,-10,-8238,-54,-24409,-1,-2,0,-3,0,-1
5930,GOLD,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,5,2626,18,23275,1,3,0,-2,2,0
7188,GOLD,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,7,6529,61,1857,3,5,0,3,-1,1
13989,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,5,-298,30,13290,0,-5,0,3,-1,0
19843,GOLD,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,11,9967,-42,10991,5,1,1,1,2,0
23176,GOLD,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,12,6042,-6,-16353,-1,-3,0,-3,2,1
7951,GOLD,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-12,-5263,-106,-17703,-2,-1,-1,-2,2,0
9144,GOLD,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,7,7698,101,11701,4,8,0,3,1,0
13757,GOLD,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-27,-11905,-126,-20094,-1,-1,0,-4,2,-1
6234,GOLD,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,3,1293,-44,5590,-2,2,0,-2,-1,0
6682,GOLD,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-13,-3726,87,-11521,0,4,0,-1,-1,-1
6478,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-7,-2710,-57,3085,-2,-2,0,2,1,1
3584,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,11,10438,130,13133,4,8,0,2,1,1
3851,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,7,2390,50,-1956,-2,-1,0,-1,-2,0
13241,GOLD,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,6,3389,-29,19055,0,6,0,1,1,0
17400,GOLD,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3,470,113,-13481,0,5,-1,-1,-2,-1
7829,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,0.0,28,17295,74,24248,5,7,0,3,0,1
17008,GOLD,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,11,6027,26,5516,1,4,0,1,1,0
22222,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,11,6580,160,20763,1,2,0,3,-1,0
2771,GOLD,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-22,-9455,-85,-14336,-7,-5,-1,-4,-2,1
5919,GOLD,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,7,2896,1,2137,0,0,0,4,1,1
1696,GOLD,-1.0,1.0,1.0,-1.0,0.0,1.0,1.0,-19,-8426,95,-30520,-3,1,-2,0,2,0
14495,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-12,-10303,-116,-16782,-3,-6,0,-1,-1,0
12209,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,7095,113,21173,5,8,0,1,1,0
11146,GOLD,1.0,1.0,-1.0,0.0,1.0,1.0,1.0,14,8333,104,18049,3,3,0,3,1,1
9480,GOLD,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-11,-2711,-13,-17006,-1,-3,0,1,-1,0
1974,GOLD,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-4,-2329,-97,-6965,-4,-2,0,-3,-1,1
2141,GOLD,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-6,838,197,-3178,3,6,0,-3,0,-1
8122,GOLD,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,21,15496,141,24747,6,4,1,4,2,1
5271,GOLD,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,-7,-4364,27,-13654,-4,0,0,3,1,0
20077,GOLD,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,0,1812,29,-10568,-1,-3,0,1,-2,0
4922,GOLD,1.0,1.0,-1.0,0.0,1.0,1.0,1.0,5,4617,107,914,3,4,0,2,2,0
2952,GOLD,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1,-3502,-102,-26582,-6,-8,0,1,-1,0
8733,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,19,12646,95,30460,5,2,1,1,2,1
21345,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-10,-7040,-81,-13425,-5,-3,-1,-3,-2,0
4877,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-7,-2409,-69,-7756,-3,-7,0,-3,-2,0
15991,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-8112,-143,4676,-4,-6,0,-1,-2,0
8291,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-3,4975,71,-2020,1,-4,0,-1,-2,1
5970,GOLD,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,12,10753,93,28757,4,2,0,3,1,0
20511,GOLD,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-4,-6317,3,-12322,-3,2,0,-2,0,-1
5077,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3,-5046,69,-12626,-6,-3,-2,-2,-1,-1
170,GOLD,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1,-505,4,2565,-1,-1,0,-2,-1,0
7006,GOLD,1.0,1.0,1.0,0.0,0.0,1.0,1.0,12,12674,196,6832,6,6,0,3,1,0
108,GOLD,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,5,1752,43,-1947,2,6,0,-1,0,0
23567,GOLD,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1,3,-37,5192,-1,-1,0,-1,1,0
2684,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,5,5463,62,11211,2,4,0,-1,2,0
16176,GOLD,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-13,-6629,-97,-6845,-5,-3,-1,-2,1,0
23861,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,19,13533,22,39054,4,4,0,3,-1,1
9042,GOLD,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-14,-4846,58,-18314,-1,2,0,-1,0,0
5279,GOLD,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,2,-1122,-81,7006,-2,-4,0,-2,0,0
877,GOLD,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-9,-2586,-1,-26995,0,-2,-1,-3,1,0
20775,GOLD,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,5,3525,58,-14182,5,6,0,2,1,0
7212,GOLD,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-2,-927,-16,6685,-3,-8,0,3,0,0
3200,GOLD,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-8,-5784,-41,-17333,-4,-1,0,2,-2,0
20717,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,5875,102,1979,4,7,0,1,1,0
4671,GOLD,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-6,-5029,-5,-836,-2,-3,0,-1,-2,0
25508,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,7,-3352,-154,-18029,-6,-5,0,-1,0,0
17721,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,1162,-31,3661,3,-7,1,0,-2,1
10120,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,3,4762,4,14539,-1,5,0,3,-1,0
4020,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-22,-14883,-135,-26927,-8,-12,-2,-2,0,-1
12817,GOLD,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-2,20,23,-21535,-5,-5,-1,-1,0,0
20500,GOLD,1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,-7,83,51,-14517,1,3,0,-1,1,0
10199,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,18,6621,90,1538,3,3,0,3,-1,0
20350,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-20,-16470,-118,-38899,-7,-8,-1,2,-2,-1
6427,GOLD,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,10,4632,32,6093,3,3,0,0,0,0
3540,GOLD,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-9,-6476,-45,-17432,-6,-4,0,-2,-2,1
4184,GOLD,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-10,-6549,-15,-30268,-1,-7,0,0,-2,0
19329,GOLD,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,34,22145,101,34877,9,11,3,-1,2,0
7158,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3,-5627,-112,-9685,-4,-7,-1,-2,-1,-1
22668,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3,-5419,-68,-4173,-3,-2,0,0,0,0
14662,GOLD,1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,0,1187,-18,22796,0,-2,0,3,-1,0
18731,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-11,-14271,-32,-3959,-9,-11,-3,-1,-2,-1
4622,GOLD,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,14,14308,184,33489,6,9,0,4,0,0
3962,GOLD,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,14,3265,-42,13514,3,-5,0,3,-1,0
14370,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0,-2439,-2,-12512,-2,1,0,-1,0,0
709,GOLD,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,2,6446,176,9621,-1,10,0,1,-2,0
19138,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,20499,185,26714,9,10,2,3,0,0
23700,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,5,2116,19,3752,0,-3,0,3,-1,0
14527,GOLD,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,19,8556,93,4843,8,3,2,3,2,0
