,tier,winner,first_kill,first_tower,first_inhibitor,first_baron,first_dragon,first_rift_herald,kill_advantage,gold_advantage,cs_advantage,damage_advantage,tower_advantage,plate_advantage,inhibitor_advantage,dragon_advantage,rift_advantage,baron_advantage
23822,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-5,-7088,36,-7477,-3,1,0,-3,-1,0
19750,GOLD,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-9,-1822,48,9634,-2,-8,0,-1,-2,-1
17285,GOLD,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-9,-5582,-21,-4446,-1,2,-1,-3,0,-1
8055,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-10,-11058,-94,-11601,-5,-9,0,-1,-1,0
2524,GOLD,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,2,1418,-13,-1032,0,-1,0,-2,-1,0
5951,GOLD,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0,6223,88,3080,2,8,0,2,0,1
14391,GOLD,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,5,10331,97,16641,2,4,0,-1,-1,1
7870,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-10,-8194,-81,-17427,-6,-4,0,-4,-1,-1
19433,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-16,-12247,-171,-19582,-5,-10,-1,-3,-2,-1
9285,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-5,142,70,3534,4,6,1,-1,2,0
8653,GOLD,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,11,12982,65,25025,6,5,0,3,2,1
20442,GOLD,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-2,-1022,-20,12666,-1,2,0,2,-1,1
19062,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,7,1211,-92,7230,1,-1,0,-2,1,0
14718,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-8,-6913,-28,-550,-2,-2,0,0,-2,-1
7497,GOLD,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,20,8591,6,1660,2,-1,0,2,0,1
3953,GOLD,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,3,533,32,-133,1,1,0,1,-1,0
8792,GOLD,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,8,7993,73,15537,2,6,0,1,-1,0
17533,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5,2292,77,478,0,0,0,3,0,0
19546,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-11,-7687,-90,-8203,-2,-8,0,1,-2,0
3289,GOLD,1.0,1.0,1.0,1.0,0.0,1.0,1.0,15,3911,-47,17788,1,7,0,4,0,0
8835,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,3,8410,157,3829,2,0,0,1,-2,1
18690,GOLD,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1,-2987,-61,-10116,0,1,0,0,-1,0
2573,GOLD,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-22,-9242,-31,-32485,0,5,0,-3,1,-1
11701,GOLD,-1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,-9,-9732,-75,2649,-5,-2,0,-1,-1,0
1822,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-6,-10149,-136,-17485,-7,-5,-1,-2,-2,0
6641,GOLD,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1,1987,82,-8428,1,5,0,4,2,-1
24757,GOLD,1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,-1,5601,112,-697,1,-1,0,1,-1,1
4715,GOLD,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,5,877,-14,3294,-1,0,0,-3,1,0
7136,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,17,6026,26,1752,0,-1,1,1,0,0
20410,GOLD,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,11,-1137,-47,13602,-2,7,0,3,-2,0
10066,GOLD,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0,5382,93,6971,4,7,0,2,2,0
26124,GOLD,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,7,5258,18,918,4,6,0,0,2,0
5424,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-6,-3226,4,-13592,-4,0,-1,-1,-2,0
9817,GOLD,-1.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,1,-3246,-39,2520,-2,0,0,-1,0,0
7144,GOLD,-1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-2,-2055,-27,-4363,-1,1,0,-3,-2,0
6352,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,11324,132,14680,5,2,0,4,1,1
14934,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0,437,-90,4103,2,1,0,-1,1,0
11425,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-8,-2565,19,-5624,-1,1,0,-3,-1,0
1978,GOLD,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-9,-1781,15,-18133,-3,2,0,-2,-2,1
9654,GOLD,1.0,1.0,1.0,1.0,0.0,1.0,1.0,15,9083,127,19591,8,1,2,3,1,0
12635,GOLD,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,3,5506,98,22156,5,2,0,1,0,0
3823,GOLD,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,2931,57,-21384,-1,-1,0,3,-1,0
12560,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,12,2538,-29,4393,3,2,0,3,2,0
7150,GOLD,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,7,3739,-67,256,4,9,0,1,2,1
1324,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,2888,-4,-2545,0,0,0,1,1,0
129,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,3,3162,66,22118,4,-3,0,2,0,0
7980,GOLD,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,4,-572,6,5701,-2,-1,0,1,-1,0
22374,GOLD,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,2,3360,-28,11332,0,4,0,-1,1,1
4314,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-17,-8550,-50,-12059,-5,-6,0,1,1,0
10104,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,14,-509,-38,6010,-3,-10,0,3,0,0
4312,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0,4815,12,11531,4,4,0,1,-2,1
12626,GOLD,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,1,2613,107,-16091,1,3,0,2,0,0
10866,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3,-3091,26,-12337,0,-9,0,-1,-1,-1
3944,GOLD,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0,3819,-7,-5515,0,-7,0,-1,-2,1
2187,GOLD,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-12,-3298,-12,2124,4,3,0,3,2,-1
25533,GOLD,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-27,-13133,-153,-43380,-5,-8,-1,-3,1,0
18669,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-14,-8798,-14,-12451,-7,-6,-2,-1,-1,0
16644,GOLD,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,15,12659,29,23403,6,4,1,0,2,0
4586,GOLD,1.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,0,2648,94,3472,3,2,0,1,-2,0
1070,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,4,3927,27,5533,0,3,0,3,1,0
5847,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,7723,102,10758,4,6,0,1,1,0
9446,GOLD,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,2,6104,142,6974,2,3,0,0,2,0
15581,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-2678,-26,-22182,-3,-2,0,0,-1,0
8371,GOLD,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,4,2298,76,15395,-1,2,0,3,-1,0
4845,GOLD,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,-16,-10246,-75,-14659,-2,-4,0,-1,0,0
4855,GOLD,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,3,-958,-51,6608,1,-4,0,1,2,0
22954,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-7,-4422,2,-15058,-3,1,0,-2,-1,0
16649,GOLD,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-21,-13746,-76,-22361,-8,-4,-2,-1,0,-1
4953,GOLD,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-7,553,88,-273,1,10,0,1,2,-1
3736,GOLD,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,-9,-5841,-99,-14804,1,3,0,1,0,0
9292,GOLD,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-10,2045,5,-18744,0,9,0,-1,1,0
2657,GOLD,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-4,-1595,-20,-23297,2,1,0,-3,0,0
13210,GOLD,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-18,-6247,-5,-15499,-6,-6,-1,-3,-1,0
13869,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-11,-7719,-103,-27438,-4,-9,0,-1,-2,0
6518,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-19,-9389,-62,-4013,-3,-2,0,-3,1,0
24026,GOLD,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-13,-2781,-57,-24678,-1,-3,0,-4,2,1
8884,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-3276,9,-9963,-2,-4,0,-1,-2,0
2228,GOLD,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-14,-3029,-22,-9918,0,2,0,-1,2,0
15542,GOLD,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1,1053,40,17444,2,3,1,-2,2,0
16972,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16,10863,49,32395,5,5,2,3,1,1
22008,GOLD,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1,-802,-13,14328,1,1,0,-3,1,0
10215,GOLD,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,10,7348,98,29011,2,8,1,2,0,1
6,GOLD,-1.0,1.0,-1.0,-1.0,0.0,1.0,1.0,-16,-9695,-88,-26263,-6,-4,-1,-1,1,0
4557,GOLD,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-8,-1698,3,-8187,-1,-1,0,-2,1,0
19571,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-7,-8802,-134,-5782,-5,-13,0,-3,-1,-1
19706,GOLD,1.0,-1.0,1.0,1.0,0.0,1.0,0.0,-2,5713,151,519,0,-1,0,-1,0,0
2134,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-11,-864,9,-7279,0,-1,0,-3,1,0
22257,GOLD,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-3,579,-20,1515,0,-3,0,-1,1,1
14372,GOLD,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,7,3968,77,8320,1,4,0,2,0,0
16266,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9,-3512,-117,-1241,-2,3,0,-1,1,0
4939,GOLD,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,-2,-2717,-1,-4068,-1,0,0,2,0,0
16607,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-14,-9147,-98,1055,-5,1,0,-3,-1,0
1927,GOLD,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-10,-7088,-12,-7622,-5,-2,-1,-3,-2,0
19830,GOLD,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,0,-5935,-88,-8493,-1,0,0,3,0,-1
22613,GOLD,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-3,-5189,-124,-7057,-5,-3,0,-2,2,1
19918,GOLD,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-4,-367,5,-9924,0,7,0,1,0,0
10468,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,4,4494,94,12693,1,0,0,1,0,0
8098,GOLD,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-15,-4725,-15,-4437,0,2,1,0,0,0
7017,GOLD,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-5,-9059,-54,-16755,-9,-6,-2,-3,-2,0
24382,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,9,-350,-51,-5212,-2,-7,0,3,-2,0
7429,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1,5622,61,-3030,3,5,1,3,2,0
1259,GOLD,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0,4047,111,-6546,1,1,0,1,2,-1
5549,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,14,12975,214,20649,2,-1,0,1,1,1
15812,GOLD,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,-4,-6118,-152,-7182,-6,-1,0,-1,0,0
7120,GOLD,1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,-6,2284,108,2676,3,5,0,1,2,0
4889,GOLD,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-22,-11344,-27,-17304,-4,0,0,-3,-2,0
14791,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-9,-8460,-38,3597,-2,-9,0,-3,-2,-1
8597,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5,-3569,-40,3333,-6,-1,0,-1,-1,0
25886,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-20,-11996,-38,-18347,-8,-11,-1,-1,-2,-1
18,GOLD,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,1469,58,9144,3,6,0,-1,-1,0
6208,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,5,2130,34,7094,3,3,0,1,-1,0
8314,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,5,2130,53,1820,-1,-4,0,4,-2,0
25556,GOLD,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,4,4628,21,12775,3,5,0,3,2,0
15460,GOLD,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,7,11399,48,19809,4,2,1,0,2,1
1540,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-3,-4481,-40,-5808,-1,-4,0,1,1,0
13717,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-3,-1705,26,858,0,1,0,1,-2,-1
17222,GOLD,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-12,-9584,25,-22207,-5,2,-1,0,-1,0
6656,GOLD,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,4,-2722,-102,1799,0,-5,0,3,1,0
4701,GOLD,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,9,3346,132,13577,2,6,0,1,2,0
18053,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,2,2119,-73,8995,0,-4,0,1,0,1
4248,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-10,-10786,-130,-16725,-5,-7,0,-3,1,0
15578,GOLD,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-7,-2469,9,-6890,2,0,1,-3,2,0
14944,GOLD,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,3,2119,-57,2172,-1,-1,0,0,-1,0
7648,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4467,81,3418,4,3,0,-1,2,0
3624,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,-11,-5237,35,-4256,-3,-5,0,-1,0,0
15409,GOLD,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,-9,-4825,0,-11262,0,0,0,-1,0,0
5121,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-3196,-57,875,-2,-3,0,0,-1,0
19757,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-11,-7318,-62,-25282,-6,-7,-2,-3,0,-1
10347,GOLD,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-15,-9647,-43,-14917,-8,-6,-2,-2,2,0
11262,GOLD,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1,-6028,-65,-5511,-4,1,-1,0,1,-1
17289,GOLD,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1,5723,65,16517,2,-4,0,-1,2,1
11022,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,13,4718,14,10150,2,1,0,1,1,0
482,GOLD,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,7209,-10,8142,6,4,2,1,2,1
21332,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,6,2593,49,11429,1,0,0,1,-1,0
11545,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,9,10433,74,8431,4,4,0,1,1,1
17676,GOLD,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,2,2608,26,-8495,1,1,0,1,0,0
5171,GOLD,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,2,-774,-31,12,-2,3,0,-3,0,0
4628,GOLD,1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,13,3421,-22,13681,2,-5,0,1,2,0
10249,GOLD,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-4,-2022,-1,-11741,-2,0,0,-1,-1,1
1364,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,20,14958,122,14731,4,5,0,2,0,0
13050,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,7,7434,85,18885,3,3,1,1,1,1
19692,GOLD,1.0,1.0,1.0,0.0,0.0,1.0,0.0,8,10128,120,16662,4,3,0,1,0,0
17314,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,18,6758,58,12127,3,-1,1,3,0,0
4908,GOLD,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-3,-4718,-29,-7895,-4,-5,0,3,-2,-1
16826,GOLD,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-8,-2036,-37,-5557,3,1,0,1,2,0
10869,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,3,2317,23,3138,0,1,0,2,-1,1
25658,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,19,10824,139,15532,2,1,0,4,2,0
1140,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,14,10309,73,21943,7,3,0,0,1,1
11220,GOLD,-1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,-24,-11893,-12,-29111,-6,0,-2,-2,-1,0
5342,GOLD,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,10,5978,-51,20332,-1,-6,0,2,0,1
3317,GOLD,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-16,-7715,-70,-20754,0,2,0,-1,1,-1
21446,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,7,6563,8,14127,5,3,0,-3,0,0
8376,GOLD,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,4,4108,-12,-3778,2,2,0,1,-1,0
22394,GOLD,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-9,-10101,-63,-3062,-4,-5,0,-1,-1,0
4437,GOLD,-1.0,1.0,1.0,0.0,0.0,-1.0,1.0,8,3773,-25,-9294,2,7,0,-1,1,0
2865,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-23,-10769,-29,-25584,-5,-3,-2,-3,0,0
13068,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,13,3538,-81,9460,-1,0,0,1,0,1
14334,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,5,5916,100,-3161,1,10,0,1,-1,0
5395,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,12,9308,60,6109,5,10,0,0,1,1
17156,GOLD,1.0,1.0,1.0,-1.0,1.0,-1.0,0.0,3,4760,61,-344,1,3,0,0,0,0
2630,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14,14547,168,-1604,9,7,2,3,2,1
869,GOLD,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,-6,-1386,9,-4465,0,-1,0,-2,0,0
20580,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-8,-8655,-3,-10575,-6,-2,-1,1,-2,-1
12668,GOLD,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-18,-3893,130,-17387,-3,-4,-1,1,-2,0
4723,GOLD,-1.0,0.0,1.0,-1.0,-1.0,1.0,1.0,-10,-5580,-38,-6830,-2,1,0,-1,1,0
3811,GOLD,-1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,-9,-8214,-86,-11795,-2,-2,0,1,0,0
14513,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13,6846,3,-937,8,4,1,3,2,0
2775,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,16,11245,158,20070,3,-1,0,2,0,1
16343,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-8,-7320,43,-23735,-3,-4,0,-1,-2,0
2099,GOLD,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,6,-523,-42,-1637,-1,4,0,-3,-1,0
6332,GOLD,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,6,2114,4,766,0,-3,0,-1,2,0
13424,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1,2857,112,4331,2,6,0,3,-1,0
2503,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,2,4417,57,-2266,1,2,0,-1,2,0
6142,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-11,-4844,-24,18586,-4,-3,-1,1,-2,0
9391,GOLD,1.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,5,6903,187,15176,1,0,0,2,-1,0
6016,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-4,-3697,-48,-4625,-3,-4,0,1,0,0
13970,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-10,-10276,-29,-18427,-4,-5,0,-1,-1,0
26019,GOLD,-1.0,1.0,1.0,-1.0,0.0,1.0,1.0,-4,-3405,-91,1149,-2,1,0,-1,0,0
24208,GOLD,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,8,5942,37,597,2,2,0,2,0,1
7822,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,3,5444,89,-956,5,7,1,-3,1,1
190,GOLD,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,19,9999,63,23663,7,2,1,2,0,0
5781,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-8,-8120,-126,-10509,-3,-4,-1,0,-1,0
19372,GOLD,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-9,3112,65,10107,5,7,0,0,1,1
2243,GOLD,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,6,5137,15,13169,2,1,0,0,-2,0
15547,GOLD,1.0,1.0,1.0,1.0,0.0,1.0,1.0,13,8874,16,28838,4,4,0,0,1,0
738,GOLD,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-8,-3851,-43,-3649,3,5,0,0,1,-1
8854,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-7,-4930,-62,6534,-1,-3,0,2,1,0
21023,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-13,-13351,-67,-16635,-7,-3,-1,-3,-1,-1
44,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-26,-13568,-34,-22079,-4,-10,-1,-3,-1,-1
3320,GOLD,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-2,-2584,18,-245,2,5,0,-1,1,-1
16613,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,3,1203,-55,9361,-1,-2,0,3,-1,1
9149,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1,3826,52,8506,2,-7,0,2,1,0
14490,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1,1496,12,-1702,2,-5,0,1,0,0
2463,GOLD,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,12,6366,73,-6276,-3,-1,0,1,-1,1
22378,GOLD,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-5,3042,60,5268,2,4,1,0,-1,0
12045,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,14,2923,-129,14587,-1,-5,0,3,-1,1
20382,GOLD,-1.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,-3,-4081,-20,3023,-1,-3,0,-2,0,0
22745,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-17,-7970,-56,401,-2,3,0,-1,-1,0
7992,GOLD,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-12,-11152,-69,-4803,-4,0,0,-3,-1,0
680,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,12042,69,9967,6,1,0,4,2,1
2892,GOLD,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-4159,-27,-1187,-2,0,0,1,-1,0
18578,GOLD,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-4,-7304,-65,-14418,-5,1,-2,-1,-2,-1
8284,GOLD,-1.0,1.0,1.0,1.0,1.0,-1.0,0.0,-12,1170,28,12612,0,2,0,-2,0,0
21426,GOLD,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,5,-191,-60,9814,3,0,1,3,0,0
2965,GOLD,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,5,2282,71,-4715,3,1,0,3,-1,0
9210,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,4912,-6,17633,4,5,0,1,2,1
17246,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,11,9588,197,18637,1,4,0,1,-1,0
13906,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-4,-2346,-42,-683,-1,-6,0,1,-1,0
9451,GOLD,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,8,5712,11,10195,1,-3,0,1,-1,1
20632,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-12,-7952,-27,-15996,-4,-4,0,-3,0,-1
17973,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,13,8115,86,22458,2,1,0,1,0,0
20767,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-7,-4581,-42,-1819,1,-4,0,-1,-2,0
1017,GOLD,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-3,2960,-67,-12461,0,1,0,-1,2,0
