,tier,winner,first_kill,first_tower,first_inhibitor,first_baron,first_dragon,first_rift_herald,kill_advantage,gold_advantage,cs_advantage,damage_advantage,tower_advantage,plate_advantage,inhibitor_advantage,baron_advantage,dragon_advantage,rift_advantage
15344,GRANDMASTERS,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,-1,1,-1,-1,0,1,1,-1
17193,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,1,-1,0,-1,1
17664,GRANDMASTERS,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1,1,1,-1,1,1,0,1,-1,0
15764,GRANDMASTERS,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,-1,1,1,0,-1,-1,-1,1,-1
19488,GRANDMASTERS,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1,1,1,-1,0,1,0,0,-1,-1
17917,GRANDMASTERS,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
17473,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,-1,-1,0,0,-1,-1
15855,GRANDMASTERS,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,-1,1,-1,-1,-1,0,-1,-1,-1
15945,GRANDMASTERS,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1,-1,1,-1,-1,0,0,-1,-1
15046,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
16677,GRANDMASTERS,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1,1,1,1,1,-1,1,0,-1,0
17808,GRANDMASTERS,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,-1,-1,-1,0,0,1,-1
18604,GRANDMASTERS,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1,1,-1,1,-1,0,-1,0,0,-1
16081,GRANDMASTERS,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,-1,0,1,1,-1
15470,GRANDMASTERS,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,1,1
16715,GRANDMASTERS,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,1,0,0,1,1,0
16137,GRANDMASTERS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,0,1,0
19176,GRANDMASTERS,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
16667,GRANDMASTERS,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,-1,1,1,-1,1,1,-1,1
18447,GRANDMASTERS,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,1,1,-1,1,1,1,0,0,1,0
19367,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
17319,GRANDMASTERS,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,-1,1,0,1,0,1,1,1
15104,GRANDMASTERS,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,-1,1,0,-1,0,0,1,-1
19213,GRANDMASTERS,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0,1,1,1,-1,1,0,-1,1,1
18669,GRANDMASTERS,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,1,1,1,1,1
17239,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,1,-1,-1,0,-1,-1,-1
18217,GRANDMASTERS,1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,1,1,1,1,1,1,0,0,-1,-1
15951,GRANDMASTERS,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1,1,1,-1,0,-1,1,1
17717,GRANDMASTERS,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,-1,1,-1,-1,0,1,1,0
17954,GRANDMASTERS,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,0,-1
18765,GRANDMASTERS,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1,1,-1,1,1,1,0,-1,1,0
16851,GRANDMASTERS,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,1,0,1,0,1
16743,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,1,-1,-1,0,0,-1,-1,-1
18547,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
16837,GRANDMASTERS,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1,-1,1,-1,-1,1,-1,-1,0,1
16112,GRANDMASTERS,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,-1,1
18305,GRANDMASTERS,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,1,1,-1
18474,GRANDMASTERS,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1,1,1,1,-1,1,0,1,1,-1
18358,GRANDMASTERS,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1,-1,-1,-1,0,1,0,0,1,0
19531,GRANDMASTERS,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1,-1,-1,0,-1,-1,-1,0
15272,GRANDMASTERS,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16087,GRANDMASTERS,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,-1,1,1,0,0,1,0
16433,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1,-1,-1,1,-1,-1,0,-1,1,0
18961,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15027,GRANDMASTERS,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,1,1,1,1,1,1,-1,-1
16178,GRANDMASTERS,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1,-1,-1,1,-1,-1,0,-1,1,-1
18020,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
16542,GRANDMASTERS,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1,1,1,1,1,1,1,1,1,-1
16344,GRANDMASTERS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
15523,GRANDMASTERS,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,0,1,0,-1,1,-1
18314,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,1,0,-1,-1,0
16025,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,1,1,1,0,0,-1,-1
14884,GRANDMASTERS,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1,-1,-1,1,-1,-1,0,0,-1,-1
18527,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1,-1,1,1,-1,-1,-1,0,0,-1
14740,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
16962,GRANDMASTERS,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1,1,1,1,-1,-1,0,0,1,1
19211,GRANDMASTERS,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1,1,1,1,1,-1,0,-1,1,-1
14744,GRANDMASTERS,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
16229,GRANDMASTERS,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,1
19589,GRANDMASTERS,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,-1,-1,0,-1,0,-1
17061,GRANDMASTERS,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1,-1,1,-1,-1,1,0,0,1,0
16577,GRANDMASTERS,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1,1,1,1,1,1,0,0,1,-1
17202,GRANDMASTERS,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1,-1,-1,1,-1,-1,0,1,1,0
18493,GRANDMASTERS,-1.0,1.0,-1.0,-1.0,0.0,1.0,0.0,-1,-1,-1,-1,-1,-1,0,0,-1,0
15614,GRANDMASTERS,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,1,1,1,1,1
15705,GRANDMASTERS,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,1,1,1,-1,1
17142,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,1,1,1,0,-1,1,1
18039,GRANDMASTERS,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1,-1,1,-1,0,-1,0,0,1,-1
16274,GRANDMASTERS,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1,1,1,-1,1,1,0,-1,1,1
19411,GRANDMASTERS,-1.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,-1,-1,1,-1,-1,-1,-1,0,-1,0
19167,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
16430,GRANDMASTERS,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1,-1,1,1,1,-1,1,-1,1,-1
19074,GRANDMASTERS,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,-1,1,1,1,0,1,1,1
19187,GRANDMASTERS,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,1,0,-1,-1,-1
17658,GRANDMASTERS,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,0,-1,-1,-1,0,-1,-1,1
18115,GRANDMASTERS,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1,-1,-1,1,1,1,0,-1,-1,1
16422,GRANDMASTERS,-1.0,1.0,1.0,-1.0,0.0,-1.0,1.0,-1,-1,-1,-1,-1,0,0,0,-1,0
16144,GRANDMASTERS,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,1,1,1,1,0
17014,GRANDMASTERS,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,1,-1,-1,-1,0,0,-1,-1
19157,GRANDMASTERS,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
17259,GRANDMASTERS,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1,-1,-1,1,-1,-1,0,0,1,-1
15934,GRANDMASTERS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1
14881,GRANDMASTERS,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0,0,0,1,1
15217,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15205,GRANDMASTERS,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,1,0
15492,GRANDMASTERS,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,-1,1,1,0,1,1,1
16470,GRANDMASTERS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,-1,1,1,0,1,1,1
18095,GRANDMASTERS,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,-1,1,-1,-1,0,1,0,-1
18500,GRANDMASTERS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,1
16145,GRANDMASTERS,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1,1,-1,1,1,-1,0,1,1,1
16371,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
19062,GRANDMASTERS,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,-1,1
15080,GRANDMASTERS,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,1,-1,0
16563,GRANDMASTERS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,1
15042,GRANDMASTERS,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,-1,1,1,1,-1
15909,GRANDMASTERS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
19031,GRANDMASTERS,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,1,1,0
18534,GRANDMASTERS,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1,-1,-1,1,-1,-1,0,-1,1,-1
16603,GRANDMASTERS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,-1,-1,0,0,1,1
18396,GRANDMASTERS,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1,-1,1,-1,0,0,0,-1,1,1
19020,GRANDMASTERS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,1
14739,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
15281,GRANDMASTERS,-1.0,1.0,1.0,0.0,0.0,-1.0,1.0,-1,-1,-1,-1,-1,1,0,0,-1,0
17991,GRANDMASTERS,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,1
18390,GRANDMASTERS,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1,1,1,-1,1,1,0,0,1,1
19400,GRANDMASTERS,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1,-1,-1,-1,-1,1,0,0,1,1
18869,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,-1,1
15271,GRANDMASTERS,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,-1,0,0,1,0
15551,GRANDMASTERS,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
18471,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1,-1,-1,-1,0,-1,-1,0
17123,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,1,0,-1,-1,0
18454,GRANDMASTERS,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1,-1,-1,-1,1,1,0,-1,1,1
14828,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,0,-1
16742,GRANDMASTERS,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,1,1,0,0,0,1
15120,GRANDMASTERS,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,-1,1,-1,-1,1,0,-1,0,0
16026,GRANDMASTERS,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
17638,GRANDMASTERS,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,1,0
17240,GRANDMASTERS,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,1,1,1,0
16359,GRANDMASTERS,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1,-1,1,1,1,1,1,0,-1,0
16055,GRANDMASTERS,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,-1,0,0,1,1
15807,GRANDMASTERS,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1,1,1,1,1,-1,1,1,0,0
16445,GRANDMASTERS,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1,1,1,1,1,1,0,1,1,0
18151,GRANDMASTERS,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,1,0,-1,0,0,1,-1
18170,GRANDMASTERS,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,1,1,0
18510,GRANDMASTERS,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1,1,-1,-1,-1,0,-1,1,1,0
16673,GRANDMASTERS,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,-1,-1,-1,1,-1,0,0,1,-1
17074,GRANDMASTERS,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0,1,-1,1,1,0,0,0,1,1
14736,GRANDMASTERS,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1,1,1,1,1,1,0,0,1,-1
18594,GRANDMASTERS,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1,-1,1,1,1,1,0,-1,0,0
17069,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
17109,GRANDMASTERS,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1,1,1,-1,-1,1,0,1,1,-1
16231,GRANDMASTERS,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,-1,-1,0,0,-1,-1
15390,GRANDMASTERS,1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,1,1,1,1,1,1,0,0,1,0
14704,GRANDMASTERS,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,1,-1,1,-1,-1,0,-1
15958,GRANDMASTERS,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1,0,0,-1,-1
15466,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,1,1,1,0,-1,0,0,1,-1
17463,GRANDMASTERS,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,1,-1,-1,-1,0,-1,-1,-1
14935,GRANDMASTERS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,1,1
14963,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
17935,GRANDMASTERS,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1,1,-1,1,0,0,-1,0
18715,GRANDMASTERS,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,1,0,1,1
18417,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,-1,-1,0,-1,0,1
16421,GRANDMASTERS,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,-1,-1,1,-1,0,1,1,-1
15963,GRANDMASTERS,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1,1,1,1,1,1,1,-1,1,-1
15995,GRANDMASTERS,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,-1,0,0,1,-1
16902,GRANDMASTERS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,1,1,-1,0,-1,0,0,1,1
14888,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
19084,GRANDMASTERS,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0,-1,-1,1,-1,-1,0,-1,1,1
19308,GRANDMASTERS,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1,0,0,1,0
18616,GRANDMASTERS,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1,1,-1,1,0,-1,0,1,1,-1
15137,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,1,-1,-1,1,-1,-1,1,-1
16412,GRANDMASTERS,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,1,1,0
16129,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,0,1,0,0,-1,1
19454,GRANDMASTERS,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1,1,-1,-1,0,1,0,0,-1,0
16510,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,1,-1,-1,-1,-1,-1,1,0
14898,GRANDMASTERS,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,-1,1,1,1,1,0,1,1
16258,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1,1,-1,1,-1,1,0,0,1,-1
16901,GRANDMASTERS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1
17020,GRANDMASTERS,-1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,0,-1
16335,GRANDMASTERS,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
17569,GRANDMASTERS,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,-1,0,-1,0,1,1,0
15394,GRANDMASTERS,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1,-1,-1,-1,-1,0,0,-1,-1
16368,GRANDMASTERS,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1
16803,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
16230,GRANDMASTERS,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,-1,-1,0,-1,-1,-1
19252,GRANDMASTERS,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,1,-1
14862,GRANDMASTERS,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0,-1,-1,-1,-1,0,0,0,1,0
19258,GRANDMASTERS,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1,1,-1,1,-1,-1,-1,1,1,-1
17903,GRANDMASTERS,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,-1,1,-1,1,1,0,0,1,0
15742,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
18896,GRANDMASTERS,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,0,1,-1
17966,GRANDMASTERS,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1,-1,-1,1,1,1,0,-1,-1,1
17198,GRANDMASTERS,1.0,-1.0,1.0,1.0,0.0,1.0,-1.0,-1,1,1,-1,0,0,0,0,1,-1
15617,GRANDMASTERS,1.0,1.0,-1.0,0.0,1.0,1.0,-1.0,0,1,1,1,0,1,0,0,1,-1
17229,GRANDMASTERS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,-1,-1,1,-1,1,0,0,1,0
17263,GRANDMASTERS,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15653,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
18932,GRANDMASTERS,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,1,1,0,1,1
18698,GRANDMASTERS,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,1,-1,-1,1,-1,-1,-1,0
18737,GRANDMASTERS,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,1,-1,0,0,0,-1,0
18948,GRANDMASTERS,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1,-1,1,1,1,-1,0,-1,-1,-1
15672,GRANDMASTERS,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,0,1,-1
15221,GRANDMASTERS,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1,-1,1,-1,-1,-1,0,1,-1,-1
16863,GRANDMASTERS,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1,1,-1,1,1,-1,0,0,1,0
15932,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,1,-1,-1,0,0,-1,1,-1
14938,GRANDMASTERS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1
15792,GRANDMASTERS,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,1,-1,-1,1,0,-1,-1,0
18647,GRANDMASTERS,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1,-1,1,-1,-1,-1,0,0,1,1
14834,GRANDMASTERS,1.0,1.0,-1.0,0.0,1.0,1.0,-1.0,1,1,-1,1,0,-1,0,1,1,-1
15292,GRANDMASTERS,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,-1,1,1,-1,0,0,0,1,-1
18340,GRANDMASTERS,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,1,1,1,0
18676,GRANDMASTERS,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,1,0,1,1
17978,GRANDMASTERS,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1,1,1,1,0,1,0,1,-1,-1
18885,GRANDMASTERS,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,0,1,1,-1,1
17118,GRANDMASTERS,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1,1,-1,-1,1,1,1,1,1,1
16480,GRANDMASTERS,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1,1,-1,-1,1,-1,-1,-1,0
19576,GRANDMASTERS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,0
16649,GRANDMASTERS,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1,1,1,1,1,1,-1,1
17839,GRANDMASTERS,-1.0,-1.0,1.0,-1.0,0.0,1.0,1.0,-1,-1,1,1,0,1,0,0,1,1
15354,GRANDMASTERS,-1.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,1
15303,GRANDMASTERS,-1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0,-1,-1,1,-1,-1,1,-1,0,-1,0
16692,GRANDMASTERS,1.0,-1.0,1.0,1.0,0.0,-1.0,0.0,-1,1,1,-1,0,1,0,0,0,0
